full_name,class,neo,pha,H,diameter,albedo,rot_per,GM,density,e,a,q,i,om,w,ma,n,per,moid,condition_code,n_obs_used
     1 Ceres (A801 AA),MBA,N,N,3.35,939.4,0.09,9.07417,62.6284,2.162,0.0796,2.766,2.546,10.59,80.25,73.3,231.54,0.2143,1680.0,1.58,0,1075
     2 Pallas (A802 FA),MBA,N,N,4.11,513.0,0.155,7.8132214,13.63,2.89,0.2306,2.77,2.131,34.93,172.89,310.93,211.53,0.2138,1680.0,1.23,0,9766
     3 Juno (A804 RA),MBA,N,N,5.19,246.596,0.214,7.21,,,0.2558,2.671,1.988,12.99,169.82,247.88,217.59,0.2258,1590.0,1.04,0,8337
     4 Vesta (A807 FA),MBA,N,N,3.25,522.77,0.4228,5.3421276322,17.2882844,3.46,0.0902,2.362,2.149,7.14,103.7,151.54,26.81,0.2716,1330.0,1.13,0,9451
     5 Astraea (A845 XA),MBA,N,N,6.96,106.699,0.274,16.806,,,0.1875,2.577,2.094,5.36,141.45,359.35,133.87,0.2383,1510.0,1.11,0,4395
     6 Hebe (A847 NA),MBA,N,N,5.61,185.18,0.2679,7.2745,,,0.2022,2.425,1.935,14.74,138.61,239.7,352.56,0.2609,1380.0,0.976,0,6754
     7 Iris (A847 PA),MBA,N,N,5.68,199.83,0.2766,7.139,,,0.2302,2.387,1.837,5.52,259.49,145.48,61.73,0.2673,1350.0,0.849,0,5927
     8 Flora (A847 UA),MBA,N,N,6.62,147.491,0.226,12.865,,,0.1563,2.201,1.857,5.89,110.84,285.43,198.9,0.3018,1190.0,0.874,0,3564
     9 Metis (A848 HA),MBA,N,N,6.18,190.0,0.118,5.079,,,0.1226,2.387,2.094,5.58,68.87,5.9,199.2,0.2673,1350.0,1.11,0,4122
    10 Hygiea (A849 GA),MBA,N,N,5.65,407.12,0.0717,13.828,7.0,,0.1082,3.148,2.807,3.83,283.12,312.61,216.69,0.1765,2040.0,1.8,0,5158
    11 Parthenope (A850 JA),MBA,N,N,6.73,142.887,0.191,13.7204,,,0.1005,2.453,2.207,4.64,125.47,196.42,173.66,0.2565,1400.0,1.19,0,10549
    12 Victoria (A850 RA),MBA,N,N,7.29,115.087,0.163,8.6599,,,0.2199,2.334,1.821,8.37,235.35,69.55,76.94,0.2764,1300.0,0.824,0,4385
    13 Egeria (A850 VA),MBA,N,N,6.91,202.636,0.049,7.045,,,0.0847,2.576,2.358,16.53,43.18,79.06,40.99,0.2384,1510.0,1.44,0,3815
    14 Irene (A851 KA),MBA,N,N,6.55,152.0,0.159,15.028,,,0.1627,2.588,2.167,9.13,86.01,98.27,12.93,0.2367,1520.0,1.19,0,3688
    15 Eunomia (A851 OA),MBA,N,N,5.43,231.689,0.248,6.083,,,0.1878,2.642,2.146,11.76,292.88,98.51,113.73,0.2295,1570.0,1.19,0,5316
    16 Psyche (A852 FA),MBA,N,N,6.2,222.0,0.1203,4.196,1.601,4.172,0.1343,2.923,2.531,3.1,150.01,229.75,40.64,0.1972,1830.0,1.53,0,7401
    17 Thetis (A852 HA),MBA,N,N,7.92,84.899,0.193,12.27048,,,0.1313,2.473,2.148,5.59,125.5,135.95,192.66,0.2535,1420.0,1.14,0,11559
    18 Melpomene (A852 MA),MBA,N,N,6.35,139.594,0.181,11.57,,,0.218,2.296,1.795,10.13,150.33,228.05,227.26,0.2834,1270.0,0.812,0,6736
    19 Fortuna (A852 QA),MBA,N,N,7.49,200.0,0.037,7.4432,,,0.158,2.442,2.056,1.57,211.0,182.52,96.5,0.2583,1390.0,1.06,0,9571
    20 Massalia (A852 SA),MBA,N,N,6.54,135.68,0.241,8.098,,,0.1438,2.408,2.062,0.71,205.95,257.23,30.0,0.2637,1370.0,1.08,0,10301
    21 Lutetia (A852 VA),MBA,N,N,7.49,98.0,0.19,8.1655,0.1134,3.4,0.1648,2.434,2.033,3.06,80.84,249.94,246.81,0.2595,1390.0,1.02,0,7035
    22 Kalliope (A852 WA),MBA,N,N,6.79,167.536,0.166,4.1483,0.491,2.37,0.0989,2.909,2.622,13.7,65.97,358.24,310.67,0.1986,1810.0,1.63,0,12429
    23 Thalia (A852 XA),MBA,N,N,7.09,107.53,0.2536,12.312,,,0.2312,2.629,2.021,10.11,66.49,61.63,170.2,0.2312,1560.0,1.06,0,5487
    24 Themis (A853 GA),MBA,N,N,7.22,198.0,0.067,8.374,,,0.1153,3.143,2.781,0.74,36.39,109.11,56.76,0.1769,2040.0,1.79,0,6452
    25 Phocaea (A853 GB),MBA,N,N,7.87,61.054,0.35,9.9341,,,0.254,2.4,1.791,21.61,214.09,90.23,89.2,0.265,1360.0,0.924,0,6659
    26 Proserpina (A853 JA),MBA,N,N,7.47,94.8,0.1966,13.11,,,0.0886,2.655,2.42,3.55,45.69,196.06,289.59,0.2278,1580.0,1.41,0,4788
    27 Euterpe (A853 VA),MBA,N,N,7.03,96.0,0.215,10.4082,,,0.1716,2.347,1.944,1.58,94.77,356.57,272.94,0.2741,1310.0,0.961,0,3917
    28 Bellona (A854 EA),MBA,N,N,7.21,120.9,0.1763,15.706,,,0.149,2.777,2.364,9.42,144.15,343.46,65.46,0.2129,1690.0,1.38,0,4531
    29 Amphitrite (A854 EB),MBA,N,N,5.98,189.559,0.216,5.3921,,,0.0734,2.554,2.367,6.08,356.25,61.91,145.11,0.2415,1490.0,1.38,0,3545
    30 Urania (A854 OA),MBA,N,N,7.57,92.787,0.192,13.686,,,0.1267,2.366,2.066,2.09,307.4,87.19,319.52,0.2709,1330.0,1.07,0,4903
    31 Euphrosyne (A854 RA),MBA,N,N,6.84,267.08,0.053,5.53,,,0.2159,3.162,2.479,26.31,30.8,61.97,147.89,0.1753,2050.0,1.59,0,4704
    32 Pomona (A854 UA),MBA,N,N,7.75,80.76,0.2564,9.448,,,0.0813,2.588,2.377,5.52,220.36,337.86,242.01,0.2368,1520.0,1.37,0,8986
    33 Polyhymnia (A854 UB),MBA,N,N,8.47,52.929,0.24,18.608,,,0.3333,2.874,1.916,1.85,8.21,338.83,107.07,0.2023,1780.0,0.908,0,5865
    34 Circe (A855 GA),MBA,N,N,8.75,132.992,0.023,12.15,,,0.1068,2.688,2.401,5.5,184.29,329.41,305.21,0.2237,1610.0,1.41,0,11132
    35 Leukothea (A855 HA),MBA,N,N,8.68,103.055,0.066,31.9,,,0.2173,3.006,2.353,7.87,352.91,215.44,309.12,0.1891,1900.0,1.35,0,7471
    36 Atalante (A855 TA),MBA,N,N,8.55,132.842,0.029,9.93,,,0.3063,2.745,1.904,18.37,358.16,47.77,99.56,0.2168,1660.0,0.954,0,4545
    37 Fides (A855 TB),MBA,N,N,7.29,108.35,0.1826,7.3335,,,0.1747,2.643,2.181,3.07,7.24,62.31,172.87,0.2294,1570.0,1.2,0,5328
    38 Leda (A856 AA),MBA,N,N,8.52,92.255,0.055,12.838,,,0.1509,2.743,2.329,6.95,295.49,169.78,165.76,0.217,1660.0,1.35,0,6586
    39 Laetitia (A856 CA),MBA,N,N,5.97,179.484,0.269,5.138,,,0.1131,2.771,2.458,10.38,156.84,210.28,93.7,0.2137,1680.0,1.46,0,12400
    40 Harmonia (A856 FA),MBA,N,N,6.56,111.251,0.22,8.91,,,0.0463,2.268,2.163,4.26,94.16,269.84,80.29,0.2886,1250.0,1.16,0,11007
    41 Daphne (A856 KA),MBA,N,N,7.58,205.495,0.059,5.988,,,0.2704,2.769,2.02,15.73,177.62,46.92,288.44,0.2139,1680.0,1.05,0,8092
    42 Isis (A856 KB),MBA,N,N,7.7,110.997,0.139,13.59,,,0.2219,2.444,1.901,8.51,84.17,237.41,103.04,0.258,1400.0,0.903,0,8861
    43 Ariadne (A857 GA),MBA,N,N,7.93,71.34,0.234,5.76218,,,0.1681,2.203,1.833,3.47,264.75,16.19,141.45,0.3013,1190.0,0.815,0,4545
    44 Nysa (A857 KA),MBA,N,N,6.75,70.64,0.482,6.422,,,0.1499,2.423,2.06,3.71,131.48,343.99,349.11,0.2613,1380.0,1.08,0,8769
    45 Eugenia (A857 MA),MBA,N,N,7.75,202.327,0.045,5.699,,,0.0822,2.722,2.498,6.61,147.56,87.29,206.55,0.2195,1640.0,1.5,0,12851
    46 Hestia (A857 QA),MBA,N,N,8.52,131.471,0.046,21.04,,,0.1719,2.526,2.092,2.35,181.06,177.05,299.75,0.2455,1470.0,1.09,0,6903
    47 Aglaja (A857 RA),MBA,N,N,8.15,168.174,0.082,13.178,,,0.1333,2.881,2.497,4.97,2.69,316.21,174.33,0.2015,1790.0,1.49,0,6759
    48 Doris (A857 SA),MBA,N,N,7.11,216.473,0.065,11.89,,,0.0663,3.113,2.907,6.56,183.43,251.36,141.75,0.1795,2010.0,1.93,0,5364
    49 Pales (A857 SB),MBA,N,N,7.99,166.252,0.048,20.705,,,0.2215,3.098,2.412,3.2,284.99,113.45,312.96,0.1807,1990.0,1.42,0,9994
    50 Virginia (A857 TA),MBA,N,N,9.42,84.074,0.05,14.315,,,0.2846,2.651,1.897,2.84,173.45,200.08,346.62,0.2283,1580.0,0.897,0,9084
    51 Nemausa (A858 BA),MBA,N,N,7.72,138.159,0.1,7.783,,,0.0659,2.366,2.21,9.97,175.88,2.28,26.55,0.2709,1330.0,1.21,0,12450
    52 Europa (A858 CA),MBA,N,N,6.65,303.918,0.057,5.6304,,,0.112,3.092,2.746,7.48,128.58,342.96,312.53,0.1813,1990.0,1.76,0,11969
    53 Kalypso (A858 GA),MBA,N,N,8.88,97.262,0.028,9.036,,,0.203,2.619,2.087,5.18,143.43,314.39,261.11,0.2326,1550.0,1.11,0,7473
    54 Alexandra (A858 RA),MBA,N,N,7.95,160.12,0.059,7.024,,,0.1983,2.713,2.175,11.83,313.01,346.19,186.82,0.2206,1630.0,1.16,0,10619
    55 Pandora (A858 RB),MBA,N,N,7.83,84.794,0.204,4.804,,,0.1451,2.758,2.358,7.18,10.28,4.93,157.53,0.2152,1670.0,1.36,0,6036
    56 Melete (A857 RB),MBA,N,N,8.51,121.333,0.057,18.147,,,0.2369,2.597,1.982,8.08,192.93,104.92,92.05,0.2355,1530.0,0.983,0,6524
    57 Mnemosyne (A859 SA),MBA,N,N,6.93,112.59,0.2149,25.324,,,0.108,3.156,2.815,15.23,198.89,210.99,205.17,0.1758,2050.0,1.83,0,5035
    58 Concordia (A860 FA),MBA,N,N,9.03,106.517,0.044,9.895,,,0.0457,2.7,2.576,5.07,161.05,33.86,108.5,0.2222,1620.0,1.58,0,8597
    59 Elpis (A860 RA),MBA,N,N,8.08,165.119,0.044,13.671,,,0.1166,2.714,2.397,8.65,169.91,211.14,328.29,0.2205,1630.0,1.4,0,7551
    60 Echo (A860 RB),MBA,N,N,8.64,43.218,0.373,25.208,,,0.1845,2.393,1.951,3.6,191.52,270.86,128.09,0.2663,1350.0,0.972,0,7922
    61 Danae (A860 RC),MBA,N,N,7.73,85.937,0.203,11.45,,,0.1638,2.985,2.496,18.21,333.54,12.89,10.4,0.1911,1880.0,1.49,0,9158
    62 Erato (A860 RD),MBA,N,N,8.89,106.921,0.048,9.2213,,,0.168,3.13,2.604,2.24,125.1,277.76,305.55,0.178,2020.0,1.61,0,11182
    63 Ausonia (A861 CA),MBA,N,N,7.15,116.044,0.125,9.298,,,0.1282,2.395,2.088,5.77,337.68,295.62,58.11,0.266,1350.0,1.08,0,8334
    64 Angelina (A861 EA),MBA,N,N,7.72,58.292,0.483,8.752,,,0.1265,2.681,2.342,1.31,308.96,181.07,214.91,0.2245,1600.0,1.36,0,6440
    65 Cybele (A861 EB),OMB,N,N,6.83,237.26,0.0706,6.0814,,,0.1277,3.408,2.972,3.56,155.1,104.14,272.63,0.1567,2300.0,1.96,0,6322
    66 Maja (A861 GA),MBA,N,N,9.53,71.82,0.016,9.73509,,,0.1721,2.647,2.191,3.04,7.48,43.47,209.25,0.2289,1570.0,1.2,0,7381
    67 Asia (A861 HA),MBA,N,N,8.38,56.309,0.228,15.853,,,0.1857,2.422,1.972,6.02,202.25,107.59,185.51,0.2614,1380.0,0.967,0,10491
    68 Leto (A861 HB),MBA,N,N,6.9,122.509,0.228,14.848,,,0.1843,2.783,2.27,7.96,44.05,304.89,50.66,0.2123,1700.0,1.27,0,15647
    69 Hesperia (A861 HC),MBA,N,N,7.2,138.13,0.1402,5.655,,,0.169,2.977,2.474,8.59,184.89,288.15,42.8,0.1919,1880.0,1.51,0,5093
    70 Panopaea (A861 JA),MBA,N,N,8.16,127.911,0.038,15.8052,,,0.183,2.614,2.135,11.6,47.64,255.45,269.57,0.2333,1540.0,1.15,0,7815
    71 Niobe (A861 PA),MBA,N,N,7.23,83.42,0.3052,35.864,,,0.177,2.755,2.267,23.24,315.91,267.03,61.17,0.2156,1670.0,1.4,0,4852
    72 Feronia (A861 KA),MBA,N,N,9.08,74.966,0.083,8.097,,,0.1214,2.266,1.991,5.42,207.93,102.71,340.3,0.2889,1250.0,0.984,0,7927
    73 Klytia (A862 GA),MBA,N,N,9.04,44.59,0.223,8.297,,,0.0423,2.664,2.551,2.37,6.83,56.77,336.12,0.2267,1590.0,1.56,0,7793
    74 Galatea (A862 QA),MBA,N,N,8.91,118.71,0.0431,17.268,,,0.2368,2.782,2.123,4.07,197.07,175.0,64.24,0.2124,1700.0,1.12,0,10066
    75 Eurydike (A862 SA),MBA,N,N,9.22,62.377,0.117,5.357,,,0.3053,2.673,1.857,4.99,359.13,339.65,142.42,0.2255,1600.0,0.848,0,10896
    76 Freia (A862 UA),OMB,N,N,8.0,145.423,0.058,9.973,,,0.1677,3.409,2.837,2.12,204.27,252.24,299.47,0.1566,2300.0,1.85,0,7467
    77 Frigga (A862 VA),MBA,N,N,8.58,61.39,0.177,9.0032,,,0.1335,2.667,2.311,2.42,1.05,61.12,106.84,0.2262,1590.0,1.32,0,5701
    78 Diana (A863 EA),MBA,N,N,8.4,120.6,0.0706,7.2991,,,0.2035,2.623,2.089,8.68,333.29,153.28,155.06,0.2321,1550.0,1.11,0,6349
    79 Eurynome (A863 RA),MBA,N,N,7.78,63.479,0.287,5.978,,,0.191,2.444,1.977,4.61,206.5,201.39,127.33,0.258,1400.0,0.987,0,9576
    80 Sappho (A864 JA),MBA,N,N,8.05,68.563,0.206,14.03,,,0.1997,2.296,1.838,8.68,218.64,139.69,57.26,0.2832,1270.0,0.844,0,4471
    81 Terpsichore (A864 SA),MBA,N,N,8.68,117.727,0.045,10.943,,,0.2118,2.852,2.248,7.8,0.9,51.22,118.67,0.2047,1760.0,1.27,0,8102
    82 Alkmene (A864 WA),MBA,N,N,8.26,57.621,0.167,12.999,,,0.2211,2.764,2.153,2.83,25.41,110.72,331.3,0.2145,1680.0,1.17,0,8924
    83 Beatrix (A865 HA),MBA,N,N,8.73,110.503,0.05,10.111,,,0.083,2.432,2.23,4.97,27.66,169.89,131.97,0.2599,1380.0,1.23,0,6516
    84 Klio (A865 QA),MBA,N,N,9.32,79.16,0.0527,23.562,,,0.2355,2.362,1.806,9.31,327.5,15.09,38.89,0.2714,1330.0,0.798,0,5283
    85 Io (A865 SA),MBA,N,N,7.93,154.79,0.0666,6.875,,,0.1931,2.653,2.141,11.96,203.04,122.9,48.27,0.2281,1580.0,1.16,0,8608
    86 Semele (A866 AA),MBA,N,N,8.71,109.929,0.056,16.634,,,0.2177,3.106,2.43,4.82,86.06,308.93,63.96,0.18,2000.0,1.44,0,5724
    87 Sylvia (A866 KA),OMB,N,N,6.93,253.051,0.046,5.184,,,0.0943,3.485,3.156,10.87,73.01,265.83,94.96,0.1515,2380.0,2.17,0,7212
    88 Thisbe (A866 LA),MBA,N,N,7.24,232.0,0.0671,6.042,,,0.1653,2.767,2.31,5.23,276.32,36.94,201.53,0.2141,1680.0,1.3,0,5457
    89 Julia (A866 PA),MBA,N,N,6.38,145.483,0.189,11.387,,,0.1838,2.551,2.082,16.12,311.52,45.19,358.38,0.2419,1490.0,1.1,0,4554
    90 Antiope (A866 TA),MBA,N,N,8.42,115.974,0.058,16.509,,,0.1724,3.141,2.6,2.21,69.89,244.37,209.1,0.177,2030.0,1.59,0,7445
    91 Aegina (A866 VA),MBA,N,N,9.12,103.402,0.048,6.025,,,0.1082,2.59,2.31,2.1,10.39,74.31,14.39,0.2364,1520.0,1.33,0,11429
    92 Undina (A867 NA),MBA,N,N,6.75,126.42,0.2509,15.941,,,0.1049,3.185,2.851,9.92,101.39,236.68,238.16,0.1734,2080.0,1.85,0,5031
    93 Minerva (A867 QA),MBA,N,N,7.89,154.155,0.056,5.982,,,0.1429,2.753,2.36,8.54,3.81,275.93,273.1,0.2158,1670.0,1.36,0,5395
    94 Aurora (A867 RA),MBA,N,N,7.71,204.89,0.0395,7.22,,,0.0964,3.156,2.852,7.97,2.52,60.53,10.64,0.1758,2050.0,1.87,0,8781
    95 Arethusa (A867 WA),MBA,N,N,7.97,147.969,0.058,8.705,,,0.1526,3.064,2.596,13.01,242.94,152.77,156.26,0.1838,1960.0,1.61,0,5908
    96 Aegle (A868 DA),MBA,N,N,7.66,177.774,0.048,13.868,,,0.1423,3.049,2.615,15.98,321.47,207.93,189.17,0.1851,1940.0,1.63,0,5969
    97 Klotho (A868 DB),MBA,N,N,7.79,100.717,0.128,35.15,,,0.2576,2.668,1.981,11.78,159.59,268.43,134.06,0.2261,1590.0,1.03,0,4972
    98 Ianthe (A868 HA),MBA,N,N,8.95,132.788,0.029,16.479,,,0.1879,2.687,2.182,15.58,353.87,158.16,303.38,0.2237,1610.0,1.2,0,8737
    99 Dike (A868 KA),MBA,N,N,9.46,67.354,0.065,18.127,,,0.1977,2.663,2.137,13.86,41.4,195.43,68.65,0.2268,1590.0,1.13,0,5609
   100 Hekate (A868 NA),MBA,N,N,7.75,85.734,0.205,27.066,,,0.168,3.09,2.571,6.43,127.16,183.55,323.24,0.1814,1980.0,1.56,0,9079
   101 Helena (A868 PA),MBA,N,N,8.39,65.84,0.1898,23.08,,,0.1405,2.584,2.221,10.19,343.36,347.76,323.65,0.2373,1520.0,1.21,0,8133
   102 Miriam (A868 QA),MBA,N,N,9.44,82.595,0.051,23.613,,,0.2513,2.664,1.995,5.17,210.73,147.48,75.16,0.2267,1590.0,0.992,0,8544
   103 Hera (A868 RA),MBA,N,N,7.74,83.908,0.217,23.74,,,0.081,2.703,2.484,5.43,135.95,190.39,165.6,0.2218,1620.0,1.47,0,9534
   104 Klymene (A868 RB),MBA,N,N,8.52,136.553,0.052,8.984,,,0.1625,3.143,2.633,2.79,41.64,31.92,342.27,0.1769,2040.0,1.65,0,9189
   105 Artemis (A868 SA),MBA,N,N,8.75,94.864,0.032,37.15,,,0.179,2.372,1.948,21.46,188.21,56.96,93.5,0.2697,1330.0,1.01,0,5261
   106 Dione (A868 TA),MBA,N,N,7.76,207.869,0.044,16.21,,,0.1589,3.182,2.677,4.58,61.98,331.75,279.93,0.1736,2070.0,1.68,0,10152
   107 Camilla (A868 WA),OMB,N,N,7.09,210.37,0.059,4.844,0.7475,1.28,0.0665,3.493,3.261,10.0,172.51,303.74,332.54,0.151,2380.0,2.29,0,6445
   108 Hecuba (A869 GB),OMB,N,N,7.98,75.498,0.148,14.256,,,0.0633,3.232,3.028,4.21,349.72,213.25,13.06,0.1696,2120.0,2.02,0,6276
   109 Felicitas (A869 TA),MBA,N,N,8.98,82.588,0.036,13.191,,,0.3005,2.693,1.884,7.85,2.72,57.58,66.78,0.223,1610.0,0.909,0,4621
   110 Lydia (A870 HA),MBA,N,N,7.83,86.09,0.1808,10.927,,,0.0791,2.733,2.517,5.96,56.76,282.24,11.46,0.2182,1650.0,1.51,0,5099
   111 Ate (A870 PA),MBA,N,N,8.21,126.344,0.062,22.072,,,0.1035,2.593,2.324,4.93,305.66,168.44,270.68,0.2361,1520.0,1.34,0,8342
   112 Iphigenia (A870 SA),MBA,N,N,9.77,69.818,0.042,31.466,,,0.1279,2.434,2.123,2.6,323.35,16.86,332.51,0.2596,1390.0,1.11,0,6633
   113 Amalthea (A871 EA),MBA,N,N,8.54,50.137,0.224,9.95,,,0.0862,2.376,2.172,5.04,123.32,80.25,60.21,0.269,1340.0,1.17,0,5423
   114 Kassandra (A871 OA),MBA,N,N,8.45,94.178,0.089,10.7431,,,0.139,2.675,2.303,4.95,164.05,352.53,241.84,0.2253,1600.0,1.31,0,9794
   115 Thyra (A871 PA),MBA,N,N,7.75,79.83,0.2747,7.241,,,0.1924,2.38,1.922,11.59,308.75,97.0,301.28,0.2684,1340.0,0.972,0,6829
   116 Sirona (A871 RA),MBA,N,N,7.78,71.7,0.256,12.028,,,0.1381,2.768,2.386,3.56,63.67,93.96,16.49,0.214,1680.0,1.4,0,4932
   117 Lomia (A871 RB),MBA,N,N,8.15,208.974,0.027,9.127,,,0.0229,2.992,2.923,14.92,348.62,53.24,244.4,0.1905,1890.0,1.94,0,8518
   118 Peitho (A872 EA),MBA,N,N,8.93,40.211,0.245,7.8055,,,0.1634,2.438,2.04,7.75,47.63,33.1,212.21,0.2589,1390.0,1.06,0,7564
   119 Althaea (A872 GA),MBA,N,N,8.33,57.3,0.2306,11.484,,,0.0819,2.581,2.37,5.79,203.61,170.31,202.4,0.2377,1510.0,1.37,0,5422
   120 Lachesis (A872 GB),MBA,N,N,7.78,155.132,0.058,46.551,,,0.049,3.12,2.967,6.94,340.55,242.52,294.79,0.1788,2010.0,1.97,0,6638
   121 Hermione (A872 JA),OMB,N,N,7.4,209.0,0.0482,5.55128,,,0.1246,3.457,3.026,7.57,72.88,297.02,227.97,0.1533,2350.0,2.04,0,8202
   122 Gerda (A872 OA),OMB,N,N,7.66,70.676,0.297,10.685,,,0.0228,3.226,3.152,1.64,177.95,320.11,23.24,0.1701,2120.0,2.16,0,5632
   123 Brunhild (A872 OB),MBA,N,N,8.97,45.209,0.261,9.873,,,0.1201,2.695,2.371,6.41,307.6,124.79,135.65,0.2228,1620.0,1.39,0,8417
   124 Alkeste (A872 QA),MBA,N,N,8.05,88.648,0.128,9.906,,,0.0784,2.63,2.424,2.96,187.9,61.59,49.18,0.2311,1560.0,1.41,0,6413
   125 Liberatrix (A872 RA),MBA,N,N,8.93,48.418,0.182,3.968,,,0.0814,2.743,2.519,4.66,168.93,109.56,325.08,0.217,1660.0,1.51,0,7519
   126 Velleda (A872 VA),MBA,N,N,9.24,44.82,0.1723,5.3672,,,0.1056,2.44,2.183,2.92,23.19,328.72,101.62,0.2585,1390.0,1.18,0,9925
   127 Johanna (A872 VB),MBA,N,N,8.54,122.0,0.042,12.7988,,,0.0633,2.756,2.581,8.24,31.1,92.68,82.29,0.2154,1670.0,1.61,0,6777
   128 Nemesis (A872 WA),MBA,N,N,7.69,162.515,0.067,38.9325,,,0.127,2.75,2.401,6.25,76.16,302.81,231.89,0.2161,1670.0,1.41,0,6730
   129 Antigone (A873 CA),MBA,N,N,7.02,113.0,0.151,4.9572,,,0.2131,2.868,2.257,12.27,135.65,110.53,67.63,0.2029,1770.0,1.28,0,5542
   130 Elektra (A873 DA),MBA,N,N,7.46,180.652,0.086,5.225,,,0.2095,3.124,2.47,22.78,144.97,237.93,13.43,0.1785,2020.0,1.54,0,16613
   131 Vala (A873 KA),MBA,N,N,10.04,31.337,0.246,5.1812,,,0.0694,2.432,2.263,4.96,65.56,161.39,92.17,0.2599,1380.0,1.25,0,9002
   132 Aethra (A873 LA),MCA,N,N,8.96,42.87,0.199,5.1684,,,0.387,2.612,1.601,24.98,258.05,255.62,113.06,0.2335,1540.0,0.782,0,5572
   133 Cyrene (A873 QA),MBA,N,N,8.03,72.175,0.279,12.708,,,0.1303,3.074,2.674,7.22,318.67,291.65,219.02,0.1829,1970.0,1.67,0,6564
   134 Sophrosyne (A873 SA),MBA,N,N,8.96,108.0,0.0364,17.196,,,0.1151,2.563,2.268,11.61,345.84,85.8,325.21,0.2402,1500.0,1.32,0,7353
   135 Hertha (A874 DA),MBA,N,N,8.31,79.24,0.1436,8.403,,,0.2084,2.427,1.921,2.3,343.43,340.31,243.18,0.2607,1380.0,0.908,0,8588
   136 Austria (A874 FA),MBA,N,N,9.75,36.893,0.201,11.4969,,,0.0851,2.287,2.092,9.58,186.32,133.33,180.49,0.285,1260.0,1.09,0,7572
   137 Meliboea (A874 HA),MBA,N,N,8.33,128.678,0.065,25.676,,,0.2107,3.126,2.467,13.42,202.14,107.98,106.79,0.1783,2020.0,1.49,0,10741
   138 Tolosa (A874 KA),MBA,N,N,9.02,52.905,0.273,10.101,,,0.1619,2.451,2.054,3.2,54.69,261.11,142.3,0.2568,1400.0,1.04,0,11369
   139 Juewa (A874 TA),MBA,N,N,8.05,151.116,0.052,20.991,,,0.1702,2.786,2.311,10.87,1.67,167.32,59.93,0.212,1700.0,1.32,0,9253
   140 Siwa (A874 TB),MBA,N,N,8.45,109.79,0.0676,34.445,,,0.218,2.731,2.135,3.19,107.08,197.17,221.31,0.2184,1650.0,1.12,0,7076
   141 Lumen (A875 AA),MBA,N,N,8.38,117.916,0.067,19.87,,,0.213,2.666,2.098,11.9,318.44,57.9,342.6,0.2264,1590.0,1.12,0,4890
   142 Polana (A875 BA),MBA,N,N,10.53,54.812,0.047,9.764,,,0.1328,2.419,2.098,2.24,291.06,292.64,311.14,0.2619,1370.0,1.09,0,11727
   143 Adria (A875 DA),MBA,N,N,9.32,95.377,0.044,22.005,,,0.0715,2.764,2.566,11.44,332.88,251.83,237.29,0.2145,1680.0,1.59,0,11229
   144 Vibilia (A875 LA),MBA,N,N,8.05,142.38,0.0597,13.819,,,0.2356,2.653,2.028,4.82,76.16,294.43,194.55,0.228,1580.0,1.03,0,5272
   145 Adeona (A875 LB),MBA,N,N,8.4,127.783,0.061,15.071,,,0.1475,2.671,2.277,12.62,77.32,45.29,279.28,0.2258,1590.0,1.31,0,11950
   146 Lucina (A875 LC),MBA,N,N,8.5,160.31,0.036,18.557,,,0.0646,2.721,2.545,13.1,83.93,145.14,227.69,0.2196,1640.0,1.54,0,12132
   147 Protogeneia (A875 NA),MBA,N,N,8.72,132.93,0.0492,7.8528,,,0.022,3.137,3.068,1.93,248.2,103.55,333.19,0.1774,2030.0,2.06,0,6796
   148 Gallia (A875 PA),MBA,N,N,7.58,97.75,0.164,20.664,,,0.1879,2.77,2.25,25.29,144.95,252.41,157.41,0.2138,1680.0,1.37,0,5581
   149 Medusa (A875 SA),MBA,N,N,10.54,23.719,0.152,26.023,,,0.0649,2.175,2.034,0.94,159.61,250.64,245.51,0.3073,1170.0,1.04,0,6600
   150 Nuwa (A875 UA),MBA,N,N,8.58,119.128,0.052,8.1347,,,0.1239,2.985,2.615,2.2,206.09,154.48,65.15,0.1911,1880.0,1.61,0,11170
   151 Abundantia (A875 VA),MBA,N,N,9.32,39.037,0.233,9.864,,,0.0361,2.591,2.497,6.43,38.73,132.22,223.7,0.2363,1520.0,1.5,0,10093
   152 Atala (A875 VB),MBA,N,N,8.36,58.964,0.257,6.246,,,0.0827,3.136,2.877,12.12,39.86,59.21,295.67,0.1775,2030.0,1.92,0,11778
   153 Hilda (A875 VC),OMB,N,N,7.73,170.63,0.0618,5.9585,,,0.1385,3.969,3.419,7.83,228.08,39.16,113.7,0.1247,2890.0,2.41,0,12303
   154 Bertha (A875 VD),MBA,N,N,7.65,192.611,0.044,25.224,,,0.077,3.193,2.947,21.02,36.48,167.96,342.63,0.1727,2080.0,1.94,0,6263
   155 Scylla (A875 VE),MBA,N,N,11.15,39.605,0.027,7.9597,,,0.2728,2.761,2.008,11.36,40.53,46.85,243.94,0.2148,1680.0,1.04,0,4784
   156 Xanthippe (A875 WA),MBA,N,N,8.81,143.346,0.03,22.132,,,0.2218,2.734,2.128,9.76,241.73,338.83,285.64,0.218,1650.0,1.12,0,12042
   157 Dejanira (A875 XA),MBA,N,N,11.18,19.959,0.173,15.825,,,0.1979,2.58,2.069,12.16,62.02,46.05,40.72,0.2379,1510.0,1.1,0,4900
