full_name,class,neo,pha,H,diameter,albedo,rot_per,GM,density,e,a,q,i,om,w,ma,n,per,moid,condition_code,n_obs_used
   369 Aeria (A893 NA),MBA,N,N,8.62,73.767,0.127,4.778,,,0.0987,2.648,2.386,12.73,94.1,269.27,170.69,0.2288,1570.0,1.42,0,5385
   370 Modestia (A893 NB),MBA,N,N,10.67,38.093,0.065,22.5299,,,0.0906,2.325,2.114,7.86,290.88,68.84,74.76,0.278,1290.0,1.12,0,5880
   371 Bohemia (A893 OA),MBA,N,N,8.74,52.976,0.234,10.7391,,,0.0621,2.727,2.558,7.4,283.37,342.25,168.89,0.2188,1650.0,1.54,0,9639
   372 Palma (A893 QB),MBA,N,N,7.4,173.642,0.059,8.567,,,0.2525,3.162,2.364,23.78,327.21,115.42,153.58,0.1753,2050.0,1.48,0,5471
   373 Melusina (A893 RA),MBA,N,N,9.13,98.695,0.04,12.9869,,,0.1372,3.12,2.692,15.38,3.61,349.27,13.7,0.1788,2010.0,1.69,0,6486
   374 Burgundia (A893 SA),MBA,N,N,8.77,44.67,0.3014,6.9624,,,0.0802,2.779,2.556,8.99,218.9,29.05,294.1,0.2127,1690.0,1.55,0,7274
   375 Ursula (A893 SB),MBA,N,N,7.48,216.0,0.037,16.899,,,0.1024,3.127,2.807,15.94,336.38,341.42,4.78,0.1782,2020.0,1.8,0,5908
   376 Geometria (A893 SC),MBA,N,N,9.56,35.465,0.321,7.74,,,0.1724,2.288,1.894,5.43,301.95,316.53,151.51,0.2848,1260.0,0.881,0,8194
   377 Campania (A893 SD),MBA,N,N,9.11,90.346,0.06,11.664,,,0.0752,2.69,2.488,6.68,209.91,196.95,311.77,0.2233,1610.0,1.5,0,9253
   378 Holmia (A893 XA),MBA,N,N,9.81,27.831,0.339,4.45,,,0.1295,2.777,2.417,7.01,232.36,156.67,217.67,0.213,1690.0,1.42,0,5822
   379 Huenna (A894 AA),MBA,N,N,9.1,84.787,0.046,14.141,,,0.1791,3.142,2.579,1.67,171.85,180.98,6.53,0.177,2030.0,1.57,0,10889
   380 Fiducia (A894 AB),MBA,N,N,9.62,67.508,0.066,13.69,,,0.1148,2.679,2.371,6.16,95.0,240.62,154.85,0.2248,1600.0,1.37,0,10892
   381 Myrrha (A894 AC),OMB,N,N,8.38,127.639,0.064,6.572,,,0.0879,3.234,2.95,12.61,124.72,148.26,203.92,0.1695,2120.0,1.94,0,7198
   382 Dodona (A894 BB),MBA,N,N,8.77,65.209,0.129,4.113,,,0.165,3.135,2.618,7.4,313.08,270.99,252.84,0.1775,2030.0,1.62,0,6740
   383 Janina (A894 BC),MBA,N,N,10.04,43.482,0.04,6.426,,,0.1686,3.137,2.608,2.66,92.76,324.91,316.04,0.1774,2030.0,1.62,0,10035
   384 Burdigala (A894 CA),MBA,N,N,9.38,34.435,0.192,404.9,,,0.1454,2.653,2.267,5.59,47.66,35.2,229.0,0.228,1580.0,1.29,0,5993
   385 Ilmatar (A894 EA),MBA,N,N,7.8,85.837,0.242,62.35,,,0.1269,2.848,2.486,13.58,344.83,189.1,142.13,0.2051,1760.0,1.49,0,9692
   386 Siegena (A894 EB),MBA,N,N,7.75,165.01,0.0692,9.763,,,0.1693,2.897,2.407,20.22,166.61,221.15,24.3,0.1998,1800.0,1.44,0,10998
   387 Aquitania (A894 EC),MBA,N,N,7.49,100.51,0.19,24.144,,,0.2384,2.737,2.084,18.15,127.99,157.75,262.2,0.2177,1650.0,1.08,0,6368
   388 Charybdis (A894 ED),MBA,N,N,8.71,125.754,0.042,9.516,,,0.065,3.005,2.81,6.45,354.18,328.86,298.62,0.1892,1900.0,1.8,0,7489
   389 Industria (A894 EE),MBA,N,N,7.97,74.378,0.225,8.4973,,,0.0664,2.608,2.435,8.12,282.02,267.9,61.63,0.234,1540.0,1.45,0,9131
   390 Alma (A894 FA),MBA,N,N,10.19,25.688,0.268,3.74097,,,0.132,2.651,2.301,12.14,305.09,192.2,190.89,0.2283,1580.0,1.32,0,6760
   391 Ingeborg (A894 VB),MCA,N,N,10.85,15.751,0.29,26.391,,,0.3052,2.321,1.612,23.2,212.83,147.11,48.76,0.2788,1290.0,0.645,0,7992
   392 Wilhelmina (A894 VD),MBA,N,N,9.73,60.75,0.173,13.058,,,0.1382,2.886,2.487,14.32,209.64,173.79,286.54,0.201,1790.0,1.49,0,6094
   393 Lampetia (A894 VC),MBA,N,N,8.37,116.191,0.022,38.455,,,0.3329,2.781,1.855,14.83,212.02,91.49,175.53,0.2126,1690.0,0.91,0,6158
   394 Arduina (A894 WB),MBA,N,N,9.71,29.97,0.294,16.53,,,0.228,2.761,2.132,6.22,66.86,270.9,240.9,0.2148,1680.0,1.13,0,7139
   395 Delia (A894 WC),MBA,N,N,10.52,44.189,0.033,19.681,,,0.0834,2.788,2.556,3.35,259.2,13.37,211.93,0.2117,1700.0,1.54,0,9362
   396 Aeolia (A894 XA),MBA,N,N,10.11,39.242,0.126,14.353,,,0.1592,2.741,2.305,2.55,249.86,21.16,100.88,0.2172,1660.0,1.29,0,6427
   397 Vienna (A894 YA),MBA,N,N,9.35,49.032,0.139,15.48,,,0.2473,2.635,1.983,12.87,227.88,139.94,266.14,0.2304,1560.0,1.0,0,6888
   398 Admete (A894 YB),MBA,N,N,10.71,49.771,0.054,20.998,,,0.2245,2.736,2.122,9.56,279.79,160.72,331.65,0.2177,1650.0,1.14,0,10875
   399 Persephone (A895 DD),MBA,N,N,8.91,39.566,0.311,9.136,,,0.0771,3.051,2.815,13.12,346.17,192.33,165.62,0.185,1950.0,1.82,0,6927
   400 Ducrosa (A895 EC),MBA,N,N,10.74,36.001,0.112,6.8678,,,0.1159,3.126,2.763,10.53,327.01,236.73,181.98,0.1784,2020.0,1.78,0,8796
   401 Ottilia (A895 FA),OMB,N,N,9.44,87.803,0.052,6.049,,,0.0305,3.346,3.244,5.96,36.02,301.83,352.97,0.161,2240.0,2.24,0,12286
   402 Chloe (A895 FB),MBA,N,N,9.1,55.421,0.164,10.664,,,0.1114,2.559,2.274,11.84,129.28,16.6,3.09,0.2408,1500.0,1.29,0,11456
   403 Cyane (A895 KA),MBA,N,N,9.03,53.574,0.173,12.283,,,0.0979,2.812,2.536,9.15,244.32,253.22,344.11,0.2091,1720.0,1.57,0,9071
   404 Arsinoe (A895 MA),MBA,N,N,9.13,94.97,0.037,8.887,,,0.2016,2.592,2.069,14.1,92.47,120.51,123.87,0.2362,1520.0,1.1,0,6988
   405 Thia (A895 OB),MBA,N,N,8.79,108.894,0.018,9.95,,,0.2434,2.584,1.955,11.94,255.19,308.49,214.19,0.2372,1520.0,0.973,0,8541
   406 Erna (A895 QA),MBA,N,N,10.42,46.266,0.06,8.789,,,0.1777,2.917,2.399,4.19,315.44,37.99,41.55,0.1978,1820.0,1.39,0,8395
   407 Arachne (A895 TB),MBA,N,N,9.16,95.07,0.0548,22.627,,,0.0703,2.625,2.44,7.52,294.45,80.96,224.28,0.2318,1550.0,1.45,0,9761
   408 Fama (A917 RB),MBA,N,N,9.36,35.62,0.221,202.1,,,0.1469,3.165,2.7,9.09,297.09,108.97,23.69,0.1751,2060.0,1.73,0,7791
   409 Aspasia (A895 XC),MBA,N,N,7.66,171.012,0.054,9.022,,,0.0733,2.575,2.386,11.29,242.05,355.73,348.93,0.2385,1510.0,1.37,0,6066
   410 Chloris (A896 AC),MBA,N,N,8.43,118.929,0.043,32.5,,,0.24,2.726,2.072,10.96,96.91,172.87,151.28,0.219,1640.0,1.05,0,8611
   411 Xanthe (A896 AD),MBA,N,N,9.54,76.53,0.0831,11.344,,,0.114,2.934,2.6,15.35,107.36,181.39,117.06,0.1961,1840.0,1.58,0,11612
   412 Elisabetha (A896 AB),MBA,N,N,9.14,96.056,0.044,19.635,,,0.0412,2.762,2.649,13.78,106.23,96.74,5.76,0.2147,1680.0,1.68,0,7105
   413 Edburga (A896 AA),MBA,N,N,10.04,34.242,0.129,15.773,,,0.3423,2.583,1.699,18.74,103.67,252.83,169.73,0.2374,1520.0,0.791,0,7735
   414 Liriope (A896 BB),OMB,N,N,9.62,88.76,0.027,11.005,,,0.0743,3.502,3.241,9.56,110.54,319.06,330.86,0.1504,2390.0,2.26,0,7657
   415 Palatia (A896 CA),MBA,N,N,9.46,83.56,0.063,20.73,,,0.3007,2.791,1.951,8.22,126.3,299.26,350.54,0.2114,1700.0,0.98,0,16569
   416 Vaticana (A896 JA),MBA,N,N,7.72,85.47,0.1689,5.372,,,0.2197,2.792,2.178,12.83,57.91,200.16,263.59,0.2113,1700.0,1.17,0,5978
   417 Suevia (A896 JB),MBA,N,N,9.67,54.874,0.072,7.034,,,0.135,2.8,2.422,6.65,199.47,347.99,260.97,0.2103,1710.0,1.42,0,10892
   418 Alemannia (A896 RD),MBA,N,N,9.75,40.33,0.201,4.671,,,0.1183,2.593,2.287,6.82,248.71,126.12,315.9,0.236,1530.0,1.3,0,5956
   419 Aurelia (A896 RF),MBA,N,N,8.56,148.701,0.034,16.784,,,0.2523,2.596,1.941,3.93,229.03,44.28,18.87,0.2357,1530.0,0.925,0,5785
   420 Bertholda (A896 RC),OMB,N,N,8.31,138.699,0.044,10.987,,,0.0209,3.419,3.348,6.71,242.32,221.81,44.38,0.1559,2310.0,2.37,0,6272
   421 Zahringia (A896 RE),MBA,N,N,11.57,14.119,0.172,25.509,,,0.2825,2.542,1.824,7.79,187.33,209.12,307.59,0.2432,1480.0,0.834,0,5360
   422 Berolina (A896 TA),MBA,N,N,10.65,10.714,0.716,25.978,,,0.2143,2.228,1.751,4.99,9.02,335.27,317.05,0.2963,1220.0,0.744,0,6147
   423 Diotima (A896 XA),MBA,N,N,7.38,175.859,0.067,4.775,,,0.0339,3.067,2.963,11.24,69.35,199.09,142.07,0.1835,1960.0,1.95,0,9907
   424 Gratia (A896 YD),MBA,N,N,9.73,102.565,0.027,20.063,,,0.1099,2.773,2.468,8.22,99.13,334.1,353.17,0.2134,1690.0,1.49,0,17520
   425 Cornelia (A896 YC),MBA,N,N,9.76,67.925,0.042,17.505,,,0.0572,2.886,2.721,4.05,60.92,127.09,22.87,0.201,1790.0,1.72,0,7835
   426 Hippo (A897 RA),MBA,N,N,8.55,137.562,0.04,67.52,,,0.1066,2.887,2.579,19.5,311.31,221.38,211.37,0.2009,1790.0,1.61,0,6851
   427 Galene (A897 RB),MBA,N,N,10.17,32.193,0.205,3.705,,,0.1185,2.973,2.62,5.13,297.34,11.09,25.49,0.1923,1870.0,1.6,0,8225
   428 Monachia (A897 WA),MBA,N,N,11.99,20.184,0.069,3.63384,,,0.1782,2.308,1.897,6.19,17.52,15.75,203.09,0.2811,1280.0,0.902,0,6569
   429 Lotis (A897 WB),MBA,N,N,9.99,69.62,0.043,13.577,,,0.1243,2.606,2.282,9.54,219.91,168.59,164.47,0.2343,1540.0,1.29,0,8623
   430 Hybris (A897 YA),MBA,N,N,11.09,31.702,0.054,7.205,,,0.2503,2.851,2.137,14.54,249.19,179.53,249.87,0.2048,1760.0,1.15,0,5266
   431 Nephele (A897 YB),MBA,N,N,9.08,101.9,0.055,13.53,,,0.1717,3.146,2.606,1.83,117.13,218.38,110.54,0.1766,2040.0,1.59,0,9601
   432 Pythia (A897 YC),MBA,N,N,9.08,46.9,0.2338,8.252,,,0.1447,2.371,2.028,12.12,88.73,174.06,203.26,0.27,1330.0,1.01,0,12468
   433 Eros (A898 PA),AMO,Y,N,10.39,16.84,0.25,5.27,0.0004463,2.67,0.2228,1.458,1.133,10.83,304.27,178.93,310.55,0.5598,643.0,0.148,0,9130
   434 Hungaria (A898 RB),IMB,N,N,11.2,8.934,0.726,26.521,,,0.0739,1.944,1.801,22.51,175.27,123.91,17.13,0.3635,990.0,0.833,0,11050
   435 Ella (A898 RA),MBA,N,N,10.46,34.792,0.118,4.623,,,0.1546,2.45,2.071,1.82,23.12,333.6,59.57,0.257,1400.0,1.07,0,9163
   436 Patricia (A898 RC),OMB,N,N,10.02,58.609,0.06,16.133,,,0.071,3.201,2.974,18.5,351.25,42.08,46.52,0.1721,2090.0,2.0,0,6367
   437 Rhodia (A898 OA),MBA,N,N,10.46,13.373,0.677,433.2,,,0.25,2.385,1.789,7.35,263.16,62.08,184.41,0.2676,1350.0,0.79,0,8575
   438 Zeuxo (A898 VG),MBA,N,N,10.18,58.871,0.061,8.831,,,0.0668,2.555,2.385,7.36,49.08,210.37,185.51,0.2413,1490.0,1.37,0,9831
   439 Ohio (A898 TA),MBA,N,N,9.82,70.421,0.027,37.46,,,0.0673,3.132,2.921,19.13,201.41,245.17,276.02,0.1778,2020.0,1.98,0,6512
   440 Theodora (A898 TB),MBA,N,N,11.54,13.6,0.63,4.828,,,0.1071,2.211,1.974,1.6,291.93,179.24,164.38,0.2999,1200.0,0.99,0,5714
   441 Bathilde (A898 XA),MBA,N,N,8.65,65.131,0.204,10.446,,,0.0825,2.806,2.574,8.16,253.5,202.81,339.82,0.2097,1720.0,1.59,0,12028
   442 Eichsfeldia (A899 CA),MBA,N,N,9.96,62.171,0.044,11.871,,,0.0707,2.346,2.18,6.07,134.78,86.23,37.75,0.2744,1310.0,1.18,0,6324
   443 Photographica (A899 DA),MBA,N,N,10.14,25.504,0.21,19.795,,,0.0399,2.216,2.127,4.23,175.38,350.45,144.15,0.2988,1200.0,1.13,0,6762
   444 Gyptis (A899 FA),MBA,N,N,8.06,159.331,0.051,6.214,,,0.1734,2.771,2.29,10.27,195.59,154.8,18.81,0.2137,1680.0,1.29,0,7737
   445 Edna (A899 TC),MBA,N,N,9.28,87.812,0.044,19.959,,,0.1985,3.198,2.563,21.32,291.96,82.16,55.49,0.1723,2090.0,1.67,0,8594
   446 Aeternitas (A899 UB),MBA,N,N,8.85,53.562,0.317,15.7413,,,0.1246,2.788,2.44,10.61,42.01,279.34,83.69,0.2118,1700.0,1.45,0,12747
   447 Valentine (A899 UD),MBA,N,N,9.05,85.224,0.061,9.651,,,0.0458,2.984,2.848,4.8,71.74,316.17,154.35,0.1912,1880.0,1.85,0,7235
   448 Natalie (A899 UC),MBA,N,N,10.2,50.534,0.052,8.0646,,,0.1868,3.134,2.549,12.73,37.19,293.18,273.39,0.1776,2030.0,1.57,0,5832
   449 Hamburga (A899 UE),MBA,N,N,9.9,85.59,0.0393,36.516,,,0.1737,2.55,2.107,3.08,85.76,48.79,232.74,0.242,1490.0,1.12,0,8664
   450 Brigitta (A899 VB),MBA,N,N,10.42,37.038,0.094,10.7657,,,0.0978,3.017,2.722,10.13,14.33,359.86,41.22,0.1881,1910.0,1.72,0,12494
   451 Patientia (A899 XA),MBA,N,N,6.78,253.9,0.085,9.727,,,0.0696,3.064,2.851,15.21,89.0,337.19,184.5,0.1838,1960.0,1.87,0,4985
   452 Hamiltonia (A899 XB),MBA,N,N,11.86,11.563,0.252,2.8813,,,0.0109,2.847,2.816,3.23,92.43,54.18,2.45,0.2052,1750.0,1.83,0,5330
   453 Tea (A900 DD),MBA,N,N,10.56,23.985,0.137,6.812,,,0.1083,2.184,1.947,5.55,11.59,220.65,277.33,0.3055,1180.0,0.939,0,7933
   454 Mathesis (A900 FB),MBA,N,N,9.39,81.743,0.055,8.378,,,0.1118,2.627,2.333,6.29,32.16,176.94,165.24,0.2315,1550.0,1.33,0,9053
   455 Bruchsalia (A900 KC),MBA,N,N,8.95,88.792,0.033,11.839,,,0.2944,2.656,1.874,12.02,76.07,273.37,274.28,0.2277,1580.0,0.913,0,6880
   456 Abnoba (A900 LA),MBA,N,N,9.1,37.713,0.286,18.281,,,0.1834,2.784,2.273,14.49,229.0,7.78,0.5,0.2122,1700.0,1.26,0,6200
   457 Alleghenia (A900 RA),MBA,N,N,11.1,18.739,0.208,21.953,,,0.1709,3.095,2.566,12.98,249.39,131.2,356.23,0.181,1990.0,1.59,0,5789
   458 Hercynia (A900 SD),MBA,N,N,9.75,36.698,0.191,21.806,,,0.2438,2.993,2.263,12.66,134.09,277.36,28.93,0.1904,1890.0,1.32,0,9422
   459 Signe (A900 UH),MBA,N,N,10.36,25.784,0.221,5.5362,,,0.2112,2.62,2.066,10.3,29.46,19.27,160.38,0.2325,1550.0,1.08,0,5938
   460 Scania (A900 UF),MBA,N,N,10.74,19.689,0.262,164.1,,,0.1037,2.718,2.436,4.64,205.06,161.95,346.22,0.22,1640.0,1.43,0,6233
   461 Saskia (A900 UG),MBA,N,N,10.49,43.603,0.057,7.348,,,0.1458,3.118,2.663,1.47,156.5,308.87,208.96,0.179,2010.0,1.68,0,6272
   462 Eriphyla (A900 UJ),MBA,N,N,9.32,34.274,0.259,8.659,,,0.0869,2.874,2.624,3.19,105.2,249.24,271.16,0.2023,1780.0,1.62,0,6312
   463 Lola (A900 UK),MBA,N,N,11.75,20.908,0.082,6.206,,,0.2195,2.398,1.872,13.54,36.49,329.48,257.14,0.2653,1360.0,0.884,0,5912
   464 Megaira (A901 AB),MBA,N,N,9.71,77.056,0.045,12.879,,,0.2039,2.803,2.232,10.16,102.32,257.99,313.81,0.21,1710.0,1.25,0,6078
   465 Alekto (A901 AC),MBA,N,N,9.84,73.34,0.0433,10.936,,,0.1975,3.112,2.497,4.66,299.97,285.4,261.92,0.1796,2000.0,1.49,0,7297
   466 Tisiphone (A901 BB),OMB,N,N,8.41,95.495,0.092,8.834,,,0.0971,3.352,3.026,19.02,290.22,255.78,18.25,0.1606,2240.0,2.1,0,5757
   467 Laura (A901 AA),MBA,N,N,10.91,39.471,0.037,70.63,,,0.1067,2.945,2.63,6.45,322.08,94.67,304.9,0.1951,1850.0,1.65,0,10457
   468 Lina (A901 BC),MBA,N,N,9.84,60.238,0.057,16.33,,,0.1949,3.136,2.525,0.44,21.55,332.22,273.59,0.1774,2030.0,1.52,0,10037
   469 Argentina (A901 DC),MBA,N,N,8.66,133.718,0.035,17.5727,,,0.1615,3.178,2.665,11.45,332.67,215.7,16.96,0.1739,2070.0,1.68,0,6103
   470 Kilia (A901 HC),MBA,N,N,10.05,27.75,0.148,296.2,,,0.0961,2.404,2.173,7.23,173.19,47.37,137.59,0.2644,1360.0,1.17,0,7633
   471 Papagena (A901 LA),MBA,N,N,6.34,148.128,0.164,7.113,,,0.2291,2.889,2.227,15.02,83.77,315.9,6.66,0.2008,1790.0,1.26,0,9097
   472 Roma (A901 NA),MBA,N,N,8.86,50.278,0.189,9.8007,,,0.0955,2.543,2.3,15.82,127.0,295.8,119.87,0.2431,1480.0,1.36,0,5934
   473 Nolli (A901 CB),MBA,N,N,11.7,12.394,0.138,3.0785,,,0.1086,2.661,2.372,12.94,332.06,153.7,279.53,0.2271,1590.0,1.39,0,5639
   474 Prudentia (A901 CC),MBA,N,N,10.95,40.972,0.041,8.572,,,0.2102,2.453,1.937,8.8,161.79,155.86,9.13,0.2565,1400.0,0.927,0,7391
   475 Ocllo (A901 PA),MCA,N,N,11.54,17.83,0.057,7.3151,,,0.379,2.593,1.61,18.95,34.41,305.85,255.72,0.236,1530.0,0.674,0,7809
   476 Hedwig (A901 QB),MBA,N,N,8.7,138.493,0.035,27.33,,,0.075,2.65,2.451,10.93,286.18,0.48,333.98,0.2285,1580.0,1.43,0,9606
   477 Italia (A901 QC),MBA,N,N,10.26,22.988,0.246,19.413,,,0.1872,2.415,1.963,5.29,10.63,322.49,36.73,0.2625,1370.0,0.955,0,5942
   478 Tergeste (A901 SC),MBA,N,N,7.93,80.738,0.174,16.11,,,0.0807,3.019,2.775,13.17,233.44,243.94,151.53,0.1879,1920.0,1.82,0,5367
   479 Caprera (A901 VK),MBA,N,N,9.81,60.088,0.071,9.454,,,0.2176,2.722,2.13,8.68,135.98,269.45,228.65,0.2195,1640.0,1.16,0,8146
   480 Hansa (A901 KB),MBA,N,N,8.22,56.22,0.2485,16.19,,,0.0443,2.644,2.527,21.33,237.11,212.32,146.91,0.2292,1570.0,1.55,0,6030
   481 Emita (A902 CB),MBA,N,N,8.79,101.829,0.032,14.412,,,0.1572,2.74,2.309,9.85,66.69,348.91,160.84,0.2173,1660.0,1.32,0,9329
   482 Petrina (A902 EH),MBA,N,N,8.9,45.751,0.246,11.7922,,,0.095,3.005,2.719,14.45,179.05,89.99,208.95,0.1892,1900.0,1.75,0,6732
   483 Seppina (A902 EJ),OMB,N,N,8.41,66.858,0.184,12.727,,,0.0501,3.424,3.253,18.76,173.88,163.77,14.82,0.1555,2310.0,2.25,0,9644
   484 Pittsburghia (A902 HA),MBA,N,N,9.69,30.06,0.222,10.63,,,0.0568,2.667,2.516,12.51,127.23,189.34,35.97,0.2262,1590.0,1.5,0,5977
   485 Genua (A902 JC),MBA,N,N,8.24,63.88,0.2072,17.59,,,0.1894,2.751,2.23,13.87,193.38,272.02,133.54,0.216,1670.0,1.3,0,5156
   486 Cremona (A902 JD),MBA,N,N,11.18,22.781,0.15,65.15,,,0.1637,2.352,1.967,11.1,94.06,125.18,99.9,0.2733,1320.0,0.979,0,7731
   487 Venetia (A902 NC),MBA,N,N,8.42,59.046,0.328,13.34,,,0.0862,2.669,2.439,10.25,114.75,281.89,9.83,0.226,1590.0,1.47,0,12619
   488 Kreusa (A902 MC),MBA,N,N,7.9,168.117,0.047,32.645,,,0.1584,3.167,2.666,11.48,82.98,77.28,65.81,0.1748,2060.0,1.7,0,5801
   489 Comacina (A902 RD),MBA,N,N,8.6,139.39,0.0427,9.02,,,0.0489,3.152,2.998,12.99,166.67,8.21,165.21,0.1762,2040.0,2.0,0,9577
   490 Veritas (A902 RE),MBA,N,N,8.66,118.803,0.059,7.93,,,0.0885,3.175,2.894,9.29,178.02,193.66,264.85,0.1742,2070.0,1.89,0,9749
   491 Carina (A902 RG),MBA,N,N,9.0,91.176,0.037,14.836,,,0.0831,3.192,2.927,18.87,175.32,230.33,166.3,0.1728,2080.0,1.96,0,5910
   492 Gismonda (A902 RF),MBA,N,N,9.98,53.418,0.069,6.488,,,0.183,3.109,2.54,1.61,46.04,296.38,157.86,0.1798,2000.0,1.53,0,5991
   493 Griseldis (A902 RH),MBA,N,N,10.91,41.55,0.081,51.94,,,0.178,3.115,2.56,15.18,357.22,46.52,83.1,0.1793,2010.0,1.59,0,6030
   494 Virtus (A902 TF),MBA,N,N,9.28,100.786,0.065,40.42,,,0.0642,2.986,2.794,7.08,38.06,214.63,76.45,0.1911,1880.0,1.78,0,11336
   495 Eulalia (A902 UL),MBA,N,N,11.19,37.287,0.062,28.967,,,0.1299,2.486,2.163,2.28,186.36,207.55,139.1,0.2514,1430.0,1.17,0,8357
   496 Gryphia (A902 UM),MBA,N,N,11.75,14.403,0.193,1072.0,,,0.0787,2.199,2.026,3.79,207.55,258.78,214.79,0.3022,1190.0,1.05,0,6249
   497 Iva (A902 VB),MBA,N,N,9.82,40.932,0.119,4.62,,,0.3006,2.851,1.994,4.82,6.31,3.37,218.79,0.2048,1760.0,0.992,0,5727
   498 Tokio (A902 XA),MBA,N,N,8.86,81.83,0.0694,41.85,,,0.224,2.65,2.056,9.5,97.15,241.61,234.42,0.2285,1580.0,1.07,0,8481
   499 Venusia (A902 YE),OMB,N,N,9.59,77.328,0.052,13.48,,,0.2173,4.015,3.143,2.09,256.17,175.2,206.34,0.1225,2940.0,2.16,0,8648
   500 Selinur (A903 BJ),MBA,N,N,9.46,40.828,0.202,8.0111,,,0.1454,2.613,2.233,9.79,289.78,75.17,115.72,0.2333,1540.0,1.25,0,11369
   501 Urhixidur (A903 BK),MBA,N,N,9.47,74.457,0.052,13.1743,,,0.1419,3.163,2.715,20.83,357.18,357.02,74.72,0.1752,2050.0,1.71,0,9785
   502 Sigune (A903 BM),MBA,N,N,10.73,15.805,0.178,10.922,,,0.1784,2.383,1.958,25.02,132.87,19.16,102.8,0.2679,1340.0,0.98,0,5623
   503 Evelyn (A903 BL),MBA,N,N,9.29,81.68,0.0585,38.871,,,0.1732,2.725,2.253,5.01,68.8,41.51,124.33,0.2191,1640.0,1.27,0,7880
   504 Cora (A902 NB),MBA,N,N,10.13,30.438,0.239,7.587,,,0.2171,2.722,2.131,12.91,104.43,248.46,128.36,0.2195,1640.0,1.16,0,9064
   505 Cava (A902 QA),MBA,N,N,8.74,115.0,0.04,8.1789,,,0.2426,2.687,2.035,9.82,90.76,337.18,260.99,0.2237,1610.0,1.05,0,5608
   506 Marion (A903 DB),MBA,N,N,8.97,105.94,0.0454,13.546,,,0.1447,3.042,2.602,16.99,312.76,145.1,91.34,0.1858,1940.0,1.64,0,8549
   507 Laodica (A903 DC),MBA,N,N,9.21,45.17,0.198,4.706,,,0.1041,3.157,2.828,9.51,293.35,100.69,67.67,0.1757,2050.0,1.85,0,5976
   508 Princetonia (A903 HC),MBA,N,N,8.37,117.241,0.065,52.8,,,0.0092,3.164,3.135,13.3,44.04,245.02,210.79,0.1751,2060.0,2.13,0,7046
   509 Iolanda (A903 HD),MBA,N,N,8.39,51.892,0.253,12.306,,,0.0981,3.061,2.761,15.41,217.46,155.51,157.33,0.1841,1960.0,1.77,0,7016
   510 Mabella (A903 KA),MBA,N,N,9.74,60.45,0.062,19.4,,,0.1917,2.61,2.11,9.54,202.67,90.65,345.02,0.2338,1540.0,1.12,0,7545
   511 Davida (A903 KB),MBA,N,N,6.41,270.327,0.076,5.1297,,,0.1896,3.164,2.564,15.95,107.56,336.67,35.25,0.1752,2060.0,1.59,0,5043
   512 Taurinensis (A903 MC),MCA,N,N,10.76,23.09,0.1772,5.585,,,0.2543,2.189,1.632,8.75,106.99,249.25,223.76,0.3043,1180.0,0.651,0,14330
   513 Centesima (A916 BC),MBA,N,N,9.5,48.805,0.089,4.79,,,0.087,3.015,2.753,9.73,184.28,225.22,68.6,0.1883,1910.0,1.77,0,6372
   514 Armida (A903 QC),MBA,N,N,9.2,120.093,0.03,21.851,,,0.0368,3.047,2.935,3.88,268.5,112.57,317.12,0.1853,1940.0,1.94,0,7086
   515 Athalia (A903 SH),MBA,N,N,10.93,41.19,0.039,10.636,,,0.1772,3.118,2.566,2.04,121.08,300.52,354.8,0.179,2010.0,1.58,0,8634
   516 Amherstia (A903 SG),MBA,N,N,8.35,65.144,0.202,7.4842,,,0.2756,2.678,1.94,12.95,328.71,258.05,69.99,0.2249,1600.0,0.979,0,8419
   517 Edith (A903 SK),MBA,N,N,9.64,111.89,0.026,9.2747,,,0.1797,3.156,2.589,3.23,273.76,143.95,277.75,0.1758,2050.0,1.6,0,9490
   518 Halawe (A915 TP),MBA,N,N,11.11,16.157,0.246,14.31,,,0.228,2.535,1.957,6.72,203.78,117.92,132.31,0.2442,1470.0,0.954,0,9005
   519 Sylvania (A903 UJ),MBA,N,N,9.14,40.078,0.246,17.962,,,0.1838,2.794,2.28,11.0,44.62,303.33,101.5,0.2111,1710.0,1.3,0,12977
   520 Franziska (A903 UK),MBA,N,N,10.62,25.261,0.147,16.507,,,0.1092,3.004,2.676,10.96,34.24,19.58,141.34,0.1893,1900.0,1.69,0,7360
   521 Brixia (A904 AE),MBA,N,N,8.57,107.227,0.073,28.479,,,0.2784,2.743,1.98,10.58,89.58,316.27,326.34,0.2169,1660.0,1.0,0,7379
   522 Helga (A904 AF),OMB,N,N,9.01,101.22,0.0388,8.129,,,0.086,3.627,3.315,4.42,116.53,249.4,322.45,0.1427,2520.0,2.32,0,6564
   523 Ada (A904 BA),MBA,N,N,10.01,31.89,0.2512,10.03,,,0.1802,2.964,2.43,4.31,260.59,190.04,326.87,0.1931,1860.0,1.45,0,11974
   524 Fidelio (A904 ED),MBA,N,N,9.84,65.527,0.048,14.198,,,0.1265,2.636,2.303,8.22,326.63,79.47,259.4,0.2302,1560.0,1.33,0,5701
   525 Adelaide (A908 UJ),MBA,N,N,12.21,9.326,0.221,19.967,,,0.1019,2.245,2.017,6.0,203.35,264.36,227.59,0.2929,1230.0,1.04,0,6290
