id,name,nasaJplUrl,absoluteMagnitude,estimatedDiameterMinKm,estimatedDiameterMaxKm,isPotentiallyHazardous,isSentryObject,closeApproachDate,closeApproachVelocityKmh,missDistanceKm,orbitingBody,class,neo,pha,H,diameter,albedo,rot_per,GM,density,e,a,q,i,om,w,ma,n,per,moid,condition_code,n_obs_used
2001620,1620 Geographos (1951 RA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001620,15.26,2.35806068,5.2727839755,True,False,1901-08-23,42346.1219923274,5071250.822425447,Earth,APO,Y,Y,15.26,2.56,0.29,5.22204,,,0.3355,1.246,0.828,13.34,337.14,277.02,212.92,0.7088,508.0,0.0294,0.0,9291
2001863,1863 Antinous (1948 EA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001863,15.35,2.2623249055,5.058712276,False,False,1907-10-11,65086.2510865704,13378704.031489097,Mars,APO,Y,N,15.35,2.1,0.24,7.453,,,0.6063,2.26,0.89,18.38,345.55,269.07,289.56,0.2901,1240.0,0.187,0.0,1916
2001915,1915 Quetzalcoatl (1953 EA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001915,18.38,0.5604733623,1.2532565376,False,False,1906-03-06,54435.5501077667,3789658.286758657,Earth,AMO,Y,N,18.38,0.5,0.21,4.9,,,0.5702,2.545,1.094,20.4,162.92,347.76,21.62,0.2428,1480.0,0.109,0.0,55
2001917,1917 Cuyo (1968 AA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001917,14.38,3.536347843,7.907514169,False,False,1926-09-28,54844.1631468403,16872241.42782752,Earth,AMO,Y,N,14.38,5.7,0.195,2.689,,,0.5055,2.149,1.063,23.96,188.27,194.55,160.09,0.3128,1150.0,0.0717,0.0,4260
2002063,2063 Bacchus (1977 HB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002063,17.21,0.9606274149,2.1480282008,False,False,1903-03-06,37400.8037755259,9959874.764243584,Venus,APO,Y,N,17.21,1.024,0.203,14.904,,,0.3494,1.078,0.701,9.43,33.04,55.35,234.79,0.8806,409.0,0.0667,0.0,1561
2002100,2100 Ra-Shalom (1978 RA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002100,16.24,1.5016024791,3.3576852183,False,False,1906-12-24,64782.4637706833,12234214.413167575,Merc,ATE,Y,N,16.24,2.3,0.13,19.797,,,0.4365,0.832,0.469,15.76,170.76,356.08,249.11,1.299,277.0,0.15,0.0,4167
2002102,2102 Tantalus (1975 YA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002102,16.0,1.6770846216,3.750075218,True,False,1912-12-23,122044.0248632747,10979849.692146514,Earth,APO,Y,Y,16.0,1.649,0.245,2.384,,,0.2994,1.29,0.904,64.01,94.35,61.5,347.36,0.6726,535.0,0.0426,0.0,2284
2002201,2201 Oljato (1947 XC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002201,15.32,2.29379698,5.1290859738,True,False,1903-06-18,91244.2564079327,25845171.905392267,Earth,APO,Y,Y,15.32,1.8,0.4328,26.0,,,0.7107,2.179,0.63,2.52,74.86,98.37,97.01,0.3065,1170.0,0.00278,0.0,1861
2002340,2340 Hathor (1976 UA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002340,20.41,0.2200670271,0.4920848322,True,False,1901-07-04,62969.6371285868,11911205.968456928,Merc,ATE,Y,Y,20.41,0.3,,3.35,,,0.4499,0.8439,0.464,5.86,211.28,40.12,201.98,1.271,283.0,0.00663,0.0,572
2000887,887 Alinda (A918 AA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2000887,13.82,4.5767266723,10.2338719537,False,False,1974-01-04,25545.5052610523,20461808.703836128,Earth,AMO,Y,N,13.82,4.2,0.31,28.41,,,0.5712,2.474,1.061,9.4,110.41,350.53,81.54,0.2533,1420.0,0.0797,0.0,5886
2001627,1627 Ivar (1929 SH),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001627,12.79,7.3545308935,16.4452310205,False,False,1929-07-19,23579.5333152807,24911350.704977863,Earth,AMO,Y,N,12.79,9.12,0.15,4.795,,,0.3973,1.863,1.123,8.46,133.07,167.84,311.46,0.3876,929.0,0.109,0.0,14439
2001916,1916 Boreas (1953 RA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001916,14.93,2.7450798165,6.1381850734,False,False,,,,,AMO,Y,N,14.93,3.5,,3.4746,,,0.4492,2.273,1.252,12.88,340.6,335.85,35.11,0.2877,1250.0,0.252,0.0,4168
2001943,1943 Anteros (1973 EC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001943,15.68,1.9433676839,4.3455022465,False,False,1937-05-28,25928.3276243134,18431534.18003124,Earth,AMO,Y,N,15.68,2.3,0.17,2.86923,,,0.2559,1.431,1.064,8.71,246.29,338.44,260.37,0.576,625.0,0.0609,0.0,6620
2002101,2101 Adonis (1936 CA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002101,18.69,0.4859090375,1.0865256386,True,False,1902-07-16,69587.3878906057,28140949.153484065,Earth,APO,Y,Y,18.69,0.6,,,,,0.7641,1.874,0.442,1.32,349.41,43.71,24.48,0.3842,937.0,0.0115,0.0,149
2000433,433 Eros (A898 PA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2000433,10.39,22.2103282246,49.6638037128,False,False,1900-12-27,20083.0290749201,47112732.928149395,Earth,AMO,Y,N,10.39,16.84,0.25,5.27,0.0004463,2.67,0.2228,1.458,1.133,10.83,304.27,178.93,310.55,0.5598,643.0,0.148,0.0,9130
2001036,1036 Ganymed (A924 UB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001036,9.17,38.9542616126,87.1043769791,False,False,1910-02-25,22693.9188072925,292651826.1433621,Juptr,AMO,Y,N,9.17,37.675,0.238,10.297,,,0.5332,2.665,1.244,26.68,215.44,132.5,97.59,0.2266,1590.0,0.343,0.0,13597
2001685,1685 Toro (1948 OA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001685,14.28,3.7030107822,8.2801838305,False,False,1908-08-04,58086.2958387757,26483636.825059798,Earth,APO,Y,N,14.28,3.4,0.31,10.1995,,,0.436,1.368,0.771,9.38,274.21,127.28,82.68,0.6161,584.0,0.0511,0.0,5345
2001980,1980 Tezcatlipoca (1950 LA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001980,13.8,4.6190746028,10.328564805,False,False,,,,,AMO,Y,N,13.8,4.3,0.25,7.24612,,,0.3647,1.709,1.086,26.87,246.54,115.47,211.5,0.441,816.0,0.245,0.0,8408
2002062,2062 Aten (1976 AA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002062,17.11,1.0059003902,2.249261651,False,False,1900-01-19,40567.7550002054,18835343.845160324,Earth,ATE,Y,N,17.11,1.1,0.26,42.15,,,0.1829,0.967,0.79,18.94,108.53,148.08,32.64,1.037,347.0,0.113,0.0,1024
2001221,1221 Amor (1932 EA1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001221,17.37,0.8923905787,1.9954459964,False,False,1908-03-14,38772.6266119612,27512874.49403824,Earth,AMO,Y,N,17.37,1.0,,,,,0.4346,1.92,1.085,11.87,171.24,26.76,59.87,0.3705,972.0,0.108,0.0,686
2001566,1566 Icarus (1949 MA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001566,16.53,1.313877806,2.9379200884,True,False,1902-06-11,97229.0019638462,12638658.792139495,Earth,APO,Y,Y,16.53,1.0,0.51,2.2726,,,0.827,1.078,0.186,22.8,87.95,31.44,153.08,0.8805,409.0,0.0335,0.0,1792
2001580,1580 Betulia (1950 KA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001580,14.54,3.2851482781,7.345814866,False,False,1929-06-09,40887.5570991565,276689988.3141728,Juptr,AMO,Y,N,14.54,5.8,0.08,6.1324,,,0.4876,2.195,1.125,52.19,62.22,159.72,80.27,0.3031,1190.0,0.132,0.0,2249
2001862,1862 Apollo (1932 HA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001862,16.09,1.6089960451,3.5978245324,True,False,1911-01-29,41906.5683244585,9839831.898234392,Venus,APO,Y,Y,16.09,1.5,0.25,3.065,,,0.5599,1.471,0.647,6.35,35.54,286.05,113.88,0.5525,652.0,0.026,0.0,3695
2001864,1864 Daedalus (1971 FA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001864,14.83,2.8744514425,6.4274688236,False,False,1909-11-13,76038.4445432087,22024825.635174356,Venus,APO,Y,N,14.83,3.7,0.273,8.572,,,0.6144,1.461,0.563,22.22,6.6,325.66,257.57,0.5582,645.0,0.269,0.0,6597
2001865,1865 Cerberus (1971 UA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001865,16.77,1.1763998937,2.6305101311,False,False,1905-12-23,74066.4935203014,15819612.516217582,Venus,APO,Y,N,16.77,1.2,0.22,6.8039,,,0.4669,1.08,0.576,16.1,212.88,325.29,319.67,0.8782,410.0,0.157,0.0,2494
2001866,1866 Sisyphus (1972 XA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001866,12.48,8.4831076189,18.9688052962,False,False,1959-11-17,83065.5644621533,29534087.88981701,Earth,APO,Y,N,12.48,8.48,0.15,2.4,,,0.5381,1.893,0.875,41.21,63.45,293.1,140.66,0.3783,952.0,0.104,0.0,10280
2001981,1981 Midas (1973 EA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001981,15.28,2.3364418497,5.2244428015,True,False,1916-09-24,113050.525394102,23199848.702355426,Earth,APO,Y,Y,15.28,3.4,,5.22,,,0.6505,1.776,0.621,39.82,356.79,267.84,65.35,0.4163,865.0,0.00277,0.0,2498
2002061,2061 Anza (1960 UA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002061,16.7,1.214940408,2.7166893409,False,False,1943-09-15,24822.4401869129,10260846.619914943,Earth,AMO,Y,N,16.7,2.6,,6.712,,,0.5356,2.265,1.052,3.8,207.35,157.11,38.89,0.2891,1250.0,0.0558,0.0,2041
2002212,2212 Hephaistos (1978 SB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002212,13.45,5.4269394569,12.1350055355,False,False,1905-03-14,105916.1259739172,17637403.95507289,Venus,APO,Y,N,13.45,5.7,0.163,48.0,,,0.8347,2.168,0.358,11.2,26.57,210.46,308.24,0.3088,1170.0,0.112,0.0,5177
2002608,2608 Seneca (1978 DA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002608,17.48,0.8483107619,1.8968805296,False,False,1905-03-01,61685.3221529083,25771799.401042502,Earth,AMO,Y,N,17.48,0.9,0.21,8.0,,,0.5647,2.53,1.102,14.43,166.42,38.71,10.72,0.2449,1470.0,0.153,1.0,83
2003122,3122 Florence (1981 ET3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003122,14.08,4.0602705828,9.0790410302,True,False,1930-08-29,50235.8172385176,7837812.343010439,Earth,AMO,Y,Y,14.08,4.9,0.231,2.3581,,,0.4232,1.769,1.02,22.14,336.04,27.88,168.26,0.4189,859.0,0.0436,0.0,10204
2003551,3551 Verenia (1983 RD),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003551,16.72,1.2038017674,2.6917825833,False,False,1983-09-16,28810.4491938201,12754488.563255448,Earth,AMO,Y,N,16.72,0.9,0.37,4.93,,,0.4868,2.093,1.074,9.51,173.77,193.3,333.3,0.3255,1110.0,0.0749,0.0,667
2003691,3691 Bede (1982 FT),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003691,14.93,2.7450798165,6.1381850734,False,False,,,,,AMO,Y,N,14.93,4.3,0.515,226.8,,,0.2845,1.774,1.27,20.35,348.69,235.06,151.9,0.4171,863.0,0.35,0.0,8370
2003752,3752 Camillo (1985 PA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003752,15.14,2.4920398144,5.5723704277,False,False,1934-02-14,104764.5724043333,14064861.365463892,Earth,APO,Y,N,15.14,2.306,0.21,37.846,,,0.3015,1.414,0.987,55.56,147.95,312.23,243.34,0.5864,614.0,0.0778,0.0,3246
2003908,3908 Nyx (1980 PA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003908,17.45,0.8601119401,1.9232687664,False,False,1932-12-08,34977.2122420762,13926111.375569925,Mars,AMO,Y,N,17.45,1.0,0.23,4.42601,,,0.459,1.928,1.043,2.19,261.19,126.66,312.97,0.3682,978.0,0.0567,0.0,1985
2004055,4055 Magellan (1985 DO2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004055,14.9,2.7832676807,6.2235757337,False,False,,,,,AMO,Y,N,14.9,2.49,0.31,7.475,,,0.326,1.82,1.227,23.25,164.81,154.38,67.87,0.4013,897.0,0.239,0.0,11574
2004197,4197 Morpheus (1982 TA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004197,14.97,2.6949764633,6.0261505697,False,False,1913-05-12,102825.7414115641,26640610.812517375,Earth,APO,Y,N,14.97,1.8,0.37,3.538,,,0.7725,2.295,0.522,12.6,6.98,122.58,110.47,0.2834,1270.0,0.0985,0.0,1212
2003102,3102 Krok (1981 QA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003102,16.16,1.5579552413,3.4836938254,False,False,1981-08-25,22059.1624440288,29746628.15107251,Earth,AMO,Y,N,16.16,1.6,,149.4,,,0.4492,2.151,1.185,8.44,172.05,154.75,6.75,0.3124,1150.0,0.183,0.0,2950
2003103,3103 Eger (1982 BB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003103,15.3,2.3150212221,5.176544822,False,False,1981-08-03,61046.892428621,26405146.921652436,Earth,APO,Y,N,15.3,1.5,0.64,5.7103,,,0.3542,1.404,0.907,20.93,129.73,254.1,181.12,0.5925,608.0,0.0786,0.0,8675
2003199,3199 Nefertiti (1982 RA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003199,14.99,2.6702687706,5.9709024892,False,False,1916-03-16,48319.895556135,7046928.885504061,Mars,AMO,Y,N,14.99,2.2,0.42,3.021,,,0.2841,1.575,1.127,32.96,339.97,53.44,278.49,0.4988,722.0,0.215,0.0,4141
2003200,3200 Phaethon (1983 TB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003200,14.38,3.536347843,7.907514169,True,False,1924-10-21,121960.0339276838,22346303.065363847,Venus,APO,Y,Y,14.38,6.25,0.1066,3.604,,,0.8897,1.271,0.14,22.31,265.1,322.31,163.98,0.6875,524.0,0.0187,0.0,8543
2003361,3361 Orpheus (1982 HR),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003361,19.5,0.3346223745,0.7482383761,True,False,1929-11-12,46647.3890555114,22268359.56817666,Earth,APO,Y,Y,19.5,0.3,0.357,3.5327,,,0.3232,1.21,0.819,2.65,188.44,302.65,320.55,0.7404,486.0,0.0146,0.0,3212
2003362,3362 Khufu (1984 QA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003362,18.52,0.5254785303,1.1750057146,True,False,1912-09-09,108037.2079069855,72881438.22636627,Earth,ATE,Y,Y,18.52,0.7,0.21,,,,0.4685,0.9895,0.526,9.92,152.4,55.09,40.38,1.001,360.0,0.013,1.0,262
2003552,3552 Don Quixote (1983 SA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003552,13.03,6.5849878292,14.7244804171,False,False,1920-12-29,42666.7760156916,90060424.68614566,Juptr,AMO,Y,N,13.03,19.0,0.03,6.665,,,0.7073,4.27,1.25,31.05,349.97,316.49,308.26,0.1117,3220.0,0.342,0.0,1741
2003988,3988 Huma (1986 LA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003988,17.94,0.6863647587,1.5347582577,False,False,1900-07-25,26387.9704776766,8206401.04466161,Mars,AMO,Y,N,17.94,0.7,,10.53,,,0.3167,1.545,1.055,10.77,229.78,86.96,161.68,0.5134,701.0,0.177,0.0,714
2004034,4034 Vishnu (1986 PA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004034,18.5,0.5303407233,1.1858779086,True,False,1904-12-26,54636.6136850111,10094314.884382213,Venus,APO,Y,Y,18.5,0.42,0.52,44.4,,,0.444,1.059,0.589,11.17,157.86,296.7,261.95,0.9039,398.0,0.0191,0.0,1305
2004179,4179 Toutatis (1989 AC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004179,15.29,2.3257068746,5.2004386672,True,False,1906-10-02,44403.6131179945,23118431.871742148,Earth,APO,Y,Y,15.29,5.4,0.405,176.0,,,0.6247,2.543,0.954,0.45,125.37,277.86,76.89,0.243,1480.0,0.00651,0.0,7137
2004183,4183 Cuno (1959 LM),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004183,14.18,3.8775283038,8.670416872,True,False,1903-09-16,64644.5647769188,11911798.510660212,Mars,APO,Y,Y,14.18,3.651,0.097,3.5595,,,0.6362,1.981,0.721,6.67,294.35,237.02,317.37,0.3535,1020.0,0.0284,0.0,5228
2002368,2368 Beltrovata (1977 RA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002368,15.18,2.4465549617,5.4706632051,False,False,,,,,AMO,Y,N,15.18,2.3,0.27,5.786,,,0.4134,2.105,1.235,5.22,287.29,43.05,287.81,0.3228,1120.0,0.231,0.0,2823
2003288,3288 Seleucus (1982 DV),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003288,15.34,2.2727673228,5.0820622309,False,False,1982-04-12,23403.185142592,20895360.863966495,Earth,AMO,Y,N,15.34,2.8,0.22,75.0,,,0.4545,2.034,1.11,5.93,218.58,349.4,16.88,0.3397,1060.0,0.105,0.0,2815
2003360,3360 Syrinx (1981 VA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003360,16.03,1.654074158,3.6986222571,False,False,1950-12-01,81229.6046340457,13338427.213517305,Venus,APO,Y,N,16.03,1.8,0.17,,,,0.7474,2.466,0.623,21.07,242.24,63.71,151.22,0.2545,1410.0,0.11,0.0,674
2003554,3554 Amun (1986 EB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003554,15.91,1.7480545317,3.9087687612,False,False,1909-02-03,53593.3830688232,58971083.96452386,Earth,ATE,Y,N,15.91,3.341,0.074,2.53001,,,0.2806,0.974,0.701,23.36,358.6,359.41,276.71,1.025,351.0,0.25,0.0,1979
2003671,3671 Dionysus (1984 KD),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003671,16.5,1.332155667,2.978790628,True,False,1930-11-15,11968.3484149415,275200658.700942,Juptr,APO,Y,Y,16.5,1.5,0.16,2.7053,,,0.5438,2.197,1.002,13.53,82.02,204.43,252.1,0.3026,1190.0,0.015,0.0,1183
2003753,3753 Cruithne (1986 TO),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003753,15.42,2.1905591097,4.898239078,False,False,1900-07-17,59753.2386469295,13746248.569927242,Earth,ATE,Y,N,15.42,2.071,0.365,27.3099,,,0.5149,0.9978,0.484,19.8,126.19,43.88,344.36,0.9889,364.0,0.0703,0.0,1681
2003757,3757 Anagolay (1982 XB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003757,19.01,0.4193290755,0.9376483177,True,False,1900-11-16,39218.822832244,27345732.085040376,Earth,APO,Y,Y,19.01,0.5,0.18,9.012,,,0.4459,1.835,1.017,3.87,74.93,17.24,92.37,0.3967,908.0,0.0366,0.0,211
2004401,4401 Aditi (1985 TB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004401,16.12,1.5869197917,3.5484605292,False,False,,,,,AMO,Y,N,16.12,1.801,0.343,6.67,,,0.5634,2.584,1.128,26.62,22.75,68.19,228.35,0.2373,1520.0,0.335,0.0,1320
2004015,4015 Wilson-Harrington (1979 VA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004015,16.19,1.536579294,3.4358957542,True,False,1919-09-30,31701.5588266278,7860397.746795606,Earth,APO,Y,Y,16.19,4.0,0.05,3.5736,,,0.6309,2.626,0.969,2.8,266.72,95.52,274.4,0.2316,1550.0,0.043,0.0,1522
2004341,4341 Poseidon (1987 KF),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004341,16.08,1.6164228334,3.6144313359,False,False,1902-08-11,66353.2946466034,13539063.702980733,Venus,APO,Y,N,16.08,3.177,0.054,6.262,,,0.6801,1.834,0.587,11.84,108.02,15.83,202.7,0.3968,907.0,0.194,0.0,936
2004769,4769 Castalia (1989 PB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004769,17.4,0.8801465209,1.9680674509,True,False,1902-02-18,56391.4069467527,9859362.079680337,Venus,APO,Y,Y,17.4,1.4,0.092,4.095,,,0.4832,1.063,0.549,8.89,325.5,121.45,323.77,0.8992,400.0,0.0203,0.0,690
2005587,5587 (1990 SB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005587,13.89,4.431543091,9.9092315966,False,False,1906-09-21,12816.2993705762,294494433.654802,Juptr,AMO,Y,N,13.89,3.57,0.32,5.0522,,,0.5443,2.401,1.094,18.04,189.28,87.61,209.58,0.265,1360.0,0.31,0.0,5086
2005645,5645 (1990 SP),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005645,17.23,0.9518203298,2.1283349598,False,False,1908-11-10,37859.0106383334,15226197.439282706,Earth,APO,Y,N,17.23,1.668,0.121,30.39,,,0.3873,1.355,0.83,13.51,45.7,48.28,54.55,0.6252,576.0,0.054,0.0,1722
2004486,4486 Mithra (1987 SB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004486,15.62,1.9978136523,4.4672471329,True,False,1902-08-23,79937.7174172681,26278354.229668416,Earth,APO,Y,Y,15.62,1.849,0.297,67.5,,,0.66,2.206,0.75,3.03,82.18,169.26,276.29,0.3007,1200.0,0.0459,0.0,2070
2004954,4954 Eric (1990 SQ),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004954,12.55,8.2140052596,18.3670741281,False,False,1939-10-06,45096.745300232,10542556.253845109,Mars,AMO,Y,N,12.55,10.8,0.176,12.056,,,0.4494,2.001,1.102,17.43,358.4,52.62,127.17,0.3481,1030.0,0.194,0.0,7543
2004957,4957 Brucemurray (1990 XJ),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004957,15.05,2.5974965333,5.8081788198,False,False,1939-05-07,55183.3322629622,11941824.762901308,Mars,AMO,Y,N,15.05,3.499,0.132,2.892,,,0.2188,1.565,1.223,35.01,254.88,97.46,351.78,0.5032,715.0,0.425,0.0,2654
2005143,5143 Heracles (1991 VL),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005143,14.04,4.1357566488,9.2478330051,False,False,1903-12-22,21807.3492138222,270323268.9906889,Juptr,APO,Y,N,14.04,4.843,0.227,2.7063,,,0.7712,1.835,0.42,8.98,309.1,228.21,204.12,0.3966,908.0,0.0575,0.0,5208
2005381,5381 Sekhmet (1991 JY),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005381,16.72,1.2038017674,2.6917825833,False,False,1908-05-16,83186.569010407,19772825.481056824,Earth,ATE,Y,N,16.72,0.935,0.507,2.8233,,,0.2964,0.9474,0.667,48.97,58.53,37.43,266.62,1.069,337.0,0.111,0.0,1221
2004544,4544 Xanthus (1989 FB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004544,17.39,0.8842090927,1.9771516375,False,False,1902-07-03,29616.6974335794,9723894.641048845,Venus,APO,Y,N,17.39,1.3,,37.65,,,0.2501,1.042,0.781,14.14,23.94,333.84,5.14,0.9266,389.0,0.173,0.0,2939
2004660,4660 Nereus (1982 DB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004660,18.75,0.4726666672,1.0569147985,True,False,1900-01-29,19961.5141789709,3111379.539567199,Earth,APO,Y,Y,18.75,0.33,0.55,15.1749,,,0.3588,1.485,0.952,1.45,313.11,159.54,49.82,0.5446,661.0,0.00416,0.0,4994
2004688,4688 (1980 WF),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004688,19.6,0.3195618867,0.7145621017,False,False,1940-11-17,57458.0158972366,59574121.70004968,Earth,AMO,Y,N,19.6,0.6,0.18,,,,0.5179,2.233,1.077,6.37,241.23,213.83,163.46,0.2954,1220.0,0.108,0.0,332
2005332,5332 Davidaguilar (1990 DA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005332,14.96,2.7074159094,6.0539660169,False,False,,,,,AMO,Y,N,14.96,3.6,,5.803,,,0.4556,2.163,1.178,25.52,142.76,306.09,103.48,0.3097,1160.0,0.305,0.0,7432
2005370,5370 Taranis (1986 RA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005370,15.23,2.3908645717,5.3461357073,False,False,2099-09-10,47562.8911118233,19827635.56754146,Earth,AMO,Y,N,15.23,3.6,0.037,,,,0.637,3.318,1.205,19.17,177.78,161.28,156.07,0.1631,2210.0,0.212,0.0,362
2005604,5604 (1992 FE),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005604,17.36,0.8965096664,2.0046565566,True,False,1901-02-26,53557.6721317981,15099466.710736444,Earth,ATE,Y,Y,17.36,0.55,0.48,5.3375,,,0.4065,0.93,0.552,4.7,311.94,82.77,349.65,1.099,328.0,0.0336,0.0,1531
2005653,5653 Camarillo (1992 WD5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005653,16.22,1.5154966357,3.3887534971,False,False,1916-07-19,31398.230853471,14848700.1096741,Mars,AMO,Y,N,16.22,1.537,0.271,4.834,,,0.3044,1.794,1.248,6.87,9.88,122.65,227.98,0.4101,878.0,0.282,0.0,3929
2005828,5828 (1991 AM),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005828,15.96,1.7082639526,3.8197943216,False,False,,,,,APO,Y,N,15.96,1.457,0.331,2.6666,,,0.6949,1.698,0.518,30.18,125.34,152.87,235.61,0.4453,808.0,0.399,0.0,1696
2005863,5863 Tara (1983 RB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005863,15.83,1.813656249,4.0554586606,False,False,1947-04-21,48492.2092224658,7588218.334932516,Mars,AMO,Y,N,15.83,1.345,0.488,5.867,,,0.5073,2.221,1.094,19.51,168.68,115.72,285.95,0.2979,1210.0,0.231,0.0,2203
2006063,6063 Jason (1984 KB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006063,16.02,1.6617090174,3.7156943217,False,False,1901-08-24,106963.8267030066,21335020.641375564,Venus,APO,Y,N,16.02,1.4,0.21,48.6,,,0.7625,2.22,0.527,4.96,169.01,337.63,219.06,0.298,1210.0,0.0763,0.0,1328
