id,name,nasaJplUrl,absoluteMagnitude,estimatedDiameterMinKm,estimatedDiameterMaxKm,isPotentiallyHazardous,isSentryObject,closeApproachDate,closeApproachVelocityKmh,missDistanceKm,orbitingBody,class,neo,pha,H,diameter,albedo,rot_per,GM,density,e,a,q,i,om,w,ma,n,per,moid,condition_code,n_obs_used
2006178,6178 (1986 DA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006178,15.71,1.9167036797,4.2858797205,False,False,2038-04-07,17488.0173277914,29624429.31048045,Earth,AMO,Y,N,15.71,2.3,0.15,3.5002,,,0.5848,2.814,1.168,4.31,64.48,127.47,138.36,0.2088,1720.0,0.178,0.0,1375
2006455,6455 (1992 HE),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006455,14.08,4.0602705828,9.0790410302,False,False,,,,,APO,Y,N,14.08,4.626,0.227,2.7361,,,0.5729,2.24,0.957,37.34,26.89,262.74,347.71,0.2939,1220.0,0.287,0.0,5449
2007025,7025 (1993 QA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007025,18.08,0.6435095206,1.4389310323,False,False,1900-12-04,51029.2348546453,62034342.86588092,Earth,APO,Y,N,18.08,0.498,0.34,2.5057,,,0.315,1.476,1.011,12.61,146.59,323.48,234.62,0.5498,655.0,0.0622,0.0,963
2007092,7092 Cadmus (1992 LC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007092,15.12,2.5150983749,5.6239309364,False,False,1923-12-13,77797.5374791624,19256880.334291864,Earth,APO,Y,N,15.12,6.319,0.046,,,,0.6937,2.545,0.78,17.79,56.7,94.78,127.61,0.2427,1480.0,0.101,0.0,1458
2007341,7341 (1991 VK),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007341,16.96,1.0778416872,2.4101272816,True,False,1961-11-19,46199.5575159629,19205793.200239196,Earth,APO,Y,Y,16.96,0.982,0.235,4.2096,,,0.5061,1.842,0.91,5.41,294.72,173.51,195.6,0.3944,913.0,0.0481,0.0,2390
2007822,7822 (1991 CS),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007822,17.34,0.9048049682,2.0232054153,True,False,1915-09-02,68514.9696969829,14008925.001495387,Earth,APO,Y,Y,17.34,1.602,0.075,2.3896,,,0.1646,1.123,0.938,37.12,156.84,249.46,153.76,0.8285,434.0,0.0216,0.0,3809
2005731,5731 Zeus (1988 VP4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005731,15.47,2.1406958967,4.7867415442,False,False,1926-01-25,19388.6904120228,265530114.0562068,Juptr,APO,Y,N,15.47,5.231,0.031,,,,0.6524,2.265,0.787,11.2,280.59,218.44,281.87,0.2891,1250.0,0.0647,0.0,1604
2006489,6489 Golevka (1991 JX),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006489,19.22,0.3806755436,0.8512163929,True,False,1926-08-01,42274.3614137096,12929666.15808696,Mars,APO,Y,Y,19.22,0.53,0.151,6.026,,2.7,0.6188,2.477,0.944,2.26,208.71,69.53,252.42,0.2529,1420.0,0.0225,0.0,1017
2006611,6611 (1993 VW),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006611,16.82,1.1496217629,2.5706324102,False,False,1918-12-22,48120.1783769207,19339110.573403686,Earth,APO,Y,N,16.82,1.408,0.158,2.5568,,,0.4845,1.696,0.874,8.7,230.76,281.61,133.51,0.4463,807.0,0.0598,0.0,1939
2007335,7335 (1989 JA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007335,17.7,0.7665755735,1.7141150923,True,False,1916-05-20,53780.483483662,9668093.438755885,Earth,APO,Y,Y,17.7,1.8,0.448,2.58988,,,0.4845,1.773,0.914,15.16,61.26,232.34,156.19,0.4176,862.0,0.0215,0.0,2578
2005646,5646 (1990 TR),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005646,15.51,2.1016237932,4.6993736648,False,False,,,,,AMO,Y,N,15.51,4.3,0.223,3.1999,,,0.4358,2.144,1.21,7.91,14.07,335.82,80.51,0.3139,1150.0,0.211,0.0,2653
2005751,5751 Zao (1992 AC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005751,14.94,2.7324673204,6.1099826748,False,False,,,,,AMO,Y,N,14.94,2.3,0.36,76.0,,,0.4253,2.101,1.208,16.07,121.63,25.44,23.79,0.3235,1110.0,0.24,0.0,2938
2006050,6050 Miwablock (1992 AE),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006050,14.94,2.7324673204,6.1099826748,False,False,2011-09-02,24146.6175922729,10870276.193712682,Mars,AMO,Y,N,14.94,2.884,0.257,5.7566,,,0.4372,2.202,1.239,6.41,88.15,285.0,153.91,0.3017,1190.0,0.268,0.0,3294
2006053,6053 (1993 BW3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006053,15.1,2.5383702936,5.6759685287,False,False,1964-01-26,56804.5616452664,5710526.697186458,Mars,APO,Y,N,15.1,3.72,0.14,2.573,,,0.5284,2.147,1.013,21.58,318.22,74.95,207.37,0.3133,1150.0,0.222,0.0,3314
2005797,5797 Bivoj (1980 AA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005797,18.89,0.4431543091,0.9909231597,False,False,1954-01-22,23566.4196796821,15718713.031401664,Earth,AMO,Y,N,18.89,0.4,,2.706,,,0.4443,1.894,1.052,4.19,298.91,168.66,220.58,0.3782,952.0,0.0698,0.0,458
2005836,5836 (1993 MF),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005836,14.99,2.6702687706,5.9709024892,False,False,1907-09-11,8910.60044774,263006695.5843496,Juptr,AMO,Y,N,14.99,2.754,0.156,4.9543,,,0.5383,2.439,1.126,7.93,238.59,78.15,162.94,0.2588,1390.0,0.18,0.0,2386
2007088,7088 Ishtar (1992 AA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007088,16.84,1.1390819672,2.5470647106,False,False,,,,,AMO,Y,N,16.84,1.298,0.26,2.679,,,0.3903,1.981,1.208,8.3,102.61,354.78,53.18,0.3535,1020.0,0.224,0.0,1473
2007350,7350 (1993 VA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007350,17.16,0.9830033019,2.1980622051,False,False,1900-11-03,19877.7825403973,20604719.683685213,Venus,APO,Y,N,17.16,1.921,0.069,3.58264,,,0.3912,1.356,0.826,7.26,133.04,336.71,73.44,0.6242,577.0,0.0811,0.0,2092
2007482,7482 (1994 PC1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007482,16.58,1.2839702958,2.8710448625,True,False,1922-01-21,68295.7802544635,12398851.312159315,Earth,APO,Y,Y,16.58,1.052,0.277,2.5999,,,0.3294,1.349,0.904,33.47,117.85,47.49,138.26,0.6292,572.0,0.000726,0.0,2081
2007839,7839 (1994 ND),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007839,17.83,0.7220295577,1.6145071727,False,False,1927-07-22,53236.3089012617,45954603.350035936,Earth,AMO,Y,N,17.83,0.784,0.181,,,,0.5186,2.165,1.042,27.12,102.5,228.3,291.79,0.3094,1160.0,0.135,0.0,202
2007888,7888 (1993 UC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007888,15.19,2.4353140627,5.4455277909,False,False,1906-03-28,82838.2220980585,25081782.606579367,Earth,APO,Y,N,15.19,2.298,0.257,2.337,,,0.6632,2.439,0.821,26.08,165.87,323.04,127.65,0.2588,1390.0,0.0869,0.0,1430
2008013,8013 Gordonmoore (1990 KA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2008013,17.09,1.0152078719,2.2700738128,False,False,1930-02-06,5008.3179972076,293254201.7287957,Juptr,AMO,Y,N,17.09,2.3,,8.4,,,0.4321,2.2,1.249,7.6,105.34,147.4,311.25,0.3021,1190.0,0.244,0.0,920
2008566,8566 (1996 EN),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2008566,16.47,1.3506877983,3.0202297334,True,False,1911-09-08,83657.1643503005,3837113.752999631,Earth,APO,Y,Y,16.47,1.568,0.217,4.845,,,0.4304,1.506,0.858,37.98,164.09,125.16,303.34,0.5331,675.0,0.0226,0.0,3649
2009856,9856 (1991 EE),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2009856,17.09,1.0152078719,2.2700738128,True,False,1900-08-28,50560.3620813118,9138961.972779986,Earth,APO,Y,Y,17.09,1.0,0.3,3.045,,,0.6258,2.243,0.839,9.83,168.1,116.2,72.0,0.2934,1230.0,0.0222,0.0,1365
2012538,12538 (1998 OH),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2012538,15.96,1.7082639526,3.8197943216,True,False,1910-04-24,53378.5442048744,16101185.028740102,Earth,APO,Y,Y,15.96,1.663,0.232,2.575,,,0.4059,1.542,0.916,24.54,220.69,321.79,163.01,0.5149,699.0,0.0302,0.0,11576
2014402,14402 (1991 DB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2014402,18.77,0.4683332331,1.0472249454,False,False,1973-03-30,25259.9585457351,23320076.63588959,Earth,AMO,Y,N,18.77,0.6,0.14,2.261,,,0.4017,1.715,1.026,11.41,158.14,51.53,141.06,0.4389,820.0,0.102,0.0,693
2009162,9162 Kwiila (1987 OA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2009162,18.01,0.6645917971,1.4860724357,False,False,1901-08-10,73803.9400214684,19593715.00310237,Earth,APO,Y,N,18.01,1.127,0.088,15.13,,,0.5955,1.497,0.605,9.01,179.98,235.85,292.6,0.5383,669.0,0.0806,0.0,786
2010115,10115 (1992 SK),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2010115,17.14,0.9920989194,2.2184006242,True,False,1928-07-27,31328.3154339766,7517056.348549021,Mars,APO,Y,Y,17.14,0.938,0.318,7.319,,,0.3249,1.249,0.843,15.32,8.87,233.74,7.08,0.7064,510.0,0.0464,0.0,2899
2011405,11405 (1999 CV3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2011405,15.22,2.4019003012,5.3708123486,False,False,1909-08-03,56544.5252784892,18442573.96428491,Earth,APO,Y,N,15.22,3.621,0.112,6.504,,,0.3938,1.46,0.885,22.86,141.22,96.45,17.42,0.559,644.0,0.117,0.0,7282
2013651,13651 (1997 BR),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2013651,17.87,0.708851033,1.5850390958,True,False,1906-07-31,51786.3513159274,21090737.567119654,Earth,APO,Y,Y,17.87,0.562,0.511,33.644,,,0.3057,1.336,0.927,17.25,116.63,133.85,158.08,0.6386,564.0,0.0156,0.0,1174
2008201,8201 (1994 AH2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2008201,15.93,1.7320282714,3.8729329538,False,False,1904-01-26,56344.2208542713,11059358.910560695,Venus,APO,Y,N,15.93,1.859,0.154,23.949,,,0.7061,2.54,0.746,9.54,164.08,25.11,297.03,0.2435,1480.0,0.101,0.0,1010
2008567,8567 (1996 HW1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2008567,15.36,2.2519304668,5.0354696043,False,False,1967-09-16,22579.5902025194,18277980.912428867,Earth,AMO,Y,N,15.36,2.928,0.156,8.7573,,,0.4491,2.046,1.127,8.45,177.09,177.28,314.32,0.3369,1070.0,0.122,0.0,5530
2009400,9400 (1994 TW1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2009400,14.84,2.8612445378,6.3979372868,False,False,1932-04-26,71602.856090199,13046609.580626557,Mars,AMO,Y,N,14.84,3.698,0.155,97.1,,,0.5807,2.588,1.085,35.98,3.35,62.17,145.88,0.2367,1520.0,0.285,0.0,2285
2010165,10165 (1995 BL2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2010165,17.36,0.8965096664,2.0046565566,False,False,1914-09-12,77773.4371511539,17620265.29005613,Venus,APO,Y,N,17.36,0.829,0.372,,,,0.5039,1.235,0.613,23.9,312.42,348.47,19.09,0.7185,501.0,0.376,0.0,1384
2011066,11066 Sigurd (1992 CC1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2011066,15.17,2.4578477463,5.4959146391,False,False,1917-09-16,79379.79396894,21553474.38675386,Earth,APO,Y,N,15.17,2.104,0.19,8.4958,,,0.3754,1.392,0.869,36.88,349.22,22.02,315.33,0.6004,600.0,0.119,0.0,2680
2011500,11500 Tomaiyowit (1989 UR),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2011500,18.38,0.5604733623,1.2532565376,True,False,1906-11-28,34218.7130853073,13957352.36251542,Earth,APO,Y,Y,18.38,0.738,0.142,73.0,,,0.3558,1.08,0.696,10.31,234.38,289.52,314.93,0.8783,410.0,0.0344,0.0,1235
2007889,7889 (1994 LX),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007889,15.24,2.3798795468,5.321572445,False,False,1900-03-23,79524.426873456,18765854.333043855,Venus,APO,Y,N,15.24,1.68,0.452,2.741,,,0.3463,1.262,0.825,36.91,111.26,349.2,255.3,0.6956,518.0,0.155,0.0,6483
2008014,8014 (1990 MF),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2008014,18.88,0.4451998164,0.9954970531,True,False,1900-09-27,35954.8104226892,6682919.314814442,Earth,APO,Y,Y,18.88,0.7,,50.09,,,0.456,1.748,0.951,1.87,209.82,114.77,102.14,0.4266,844.0,0.0168,0.0,1297
2009202,9202 (1993 PB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2009202,16.1,1.6016033798,3.5812940302,False,False,1928-07-21,118404.0027724496,16633120.452472772,Venus,APO,Y,N,16.1,1.617,0.332,,,,0.6078,1.424,0.558,40.8,315.89,212.36,97.11,0.5801,621.0,0.374,0.0,2216
2010636,10636 (1998 QK56),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2010636,17.7,0.7665755735,1.7141150923,False,False,1911-02-17,41798.9812504302,18147211.32562856,Earth,APO,Y,N,17.7,0.533,0.645,9.876,,,0.5128,1.885,0.918,13.57,172.92,286.34,151.61,0.3809,945.0,0.11,0.0,877
2011398,11398 (1998 YP11),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2011398,16.36,1.4208720673,3.1771665298,False,False,1929-03-16,36383.0439246966,29870183.171155047,Earth,AMO,Y,N,16.36,1.316,0.318,38.6,,,0.3891,1.721,1.051,15.02,144.71,74.77,281.68,0.4365,825.0,0.202,0.0,4796
2011885,11885 Summanus (1990 SS),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2011885,18.52,0.5254785303,1.1750057146,False,False,1900-02-20,38581.7433705036,39801430.034287564,Earth,APO,Y,N,18.52,1.298,0.033,7.368,,,0.4745,1.703,0.895,19.43,359.76,116.23,236.65,0.4434,812.0,0.0664,0.0,397
2012923,12923 Zephyr (1999 GK4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2012923,15.8,1.8388867207,4.1118757104,True,False,2032-09-22,49649.1022485871,27827974.23791432,Earth,APO,Y,Y,15.8,2.06,0.199,3.893,,,0.4927,1.962,0.995,5.31,168.08,147.21,194.88,0.3586,1000.0,0.02,0.0,3008
2014827,14827 Hypnos (1986 JK),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2014827,18.81,0.4597851883,1.028110936,True,False,1919-07-01,25598.7144899843,141189137.52200785,Juptr,APO,Y,Y,18.81,0.9,,,,,0.6643,2.851,0.957,1.97,57.73,238.64,103.4,0.2048,1760.0,0.0158,0.0,378
2017182,17182 (1999 VU),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2017182,17.13,0.99667824,2.2286402963,False,False,1901-12-30,48045.3593163494,29112446.63729712,Earth,APO,Y,N,17.13,2.885,0.028,6.61,,,0.5534,1.387,0.619,9.27,333.48,203.22,267.06,0.6034,597.0,0.144,0.0,1589
2023183,23183 (2000 OY21),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2023183,16.05,1.6389095149,3.6647130844,False,False,,,,,AMO,Y,N,16.05,1.098,0.64,6.9809,,,0.4009,1.824,1.093,40.98,119.63,301.49,39.12,0.4001,900.0,0.256,0.0,1505
2016064,16064 Davidharvey (1999 RH27),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2016064,16.86,1.128638801,2.523713081,False,False,1900-08-18,26948.2064183553,282807827.2862176,Juptr,AMO,Y,N,16.86,4.106,0.02,178.5,,,0.5893,2.851,1.171,4.54,335.53,104.81,125.86,0.2048,1760.0,0.203,0.0,1054
2017274,17274 (2000 LC16),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2017274,16.87,1.1234531767,2.5121176727,False,False,1908-03-03,14997.7891556357,211728114.0764231,Juptr,AMO,Y,N,16.87,3.183,0.037,16.495,,,0.5541,2.731,1.218,5.57,305.7,21.32,216.83,0.2184,1650.0,0.207,0.0,1930
2019356,19356 (1997 GH3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2019356,17.0,1.0581688593,2.3661375011,False,False,2001-02-14,29134.6217564034,21794151.718508944,Earth,AMO,Y,N,17.0,0.91,0.34,6.714,,,0.5578,2.512,1.111,3.01,186.46,334.14,93.24,0.2475,1450.0,0.121,0.0,575
2020826,20826 (2000 UV13),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2020826,13.85,4.5139316282,10.0934579665,False,False,1915-11-05,31444.323106163,186440801.7537309,Juptr,APO,Y,N,13.85,3.687,0.123,5.313,,,0.6365,2.418,0.879,31.93,347.29,198.69,198.24,0.2622,1370.0,0.093,0.0,3786
2016834,16834 (1997 WU22),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2016834,15.75,1.8817198949,4.2076535996,False,False,1913-06-02,48039.5479906217,28767353.717269,Earth,APO,Y,N,15.75,1.87,0.22,9.345,,,0.4422,1.468,0.819,16.0,260.75,334.4,109.14,0.5542,650.0,0.147,0.0,4979
2019764,19764 (2000 NF5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2019764,16.11,1.5942446807,3.5648394788,False,False,2001-12-06,3035.1963715394,296722734.33483666,Juptr,AMO,Y,N,16.11,1.572,0.342,59.263,,,0.4447,2.233,1.24,1.33,281.38,9.87,224.5,0.2955,1220.0,0.222,0.0,3231
2022099,22099 (2000 EX106),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2022099,18.09,0.6405528629,1.4323197447,False,False,1903-01-22,29426.1464606237,19308655.12487356,Venus,APO,Y,N,18.09,0.524,0.444,6.334,,,0.2763,1.104,0.799,9.85,136.43,186.57,299.82,0.8491,424.0,0.168,0.0,2345
2017188,17188 (1999 WC2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2017188,16.42,1.3821493588,3.0905799213,False,False,1914-06-10,67794.147245493,25910777.69224588,Earth,APO,Y,N,16.42,1.819,0.147,5.0638,,,0.6367,2.216,0.805,29.45,269.76,287.22,292.04,0.2987,1210.0,0.0632,0.0,817
2020460,20460 Robwhiteley (1999 LO28),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2020460,15.41,2.2006702711,4.9208483223,False,False,2007-02-28,67006.723338625,12646805.922059268,Mars,AMO,Y,N,15.41,2.716,0.199,2.7209,,,0.4118,1.877,1.104,33.95,279.99,283.74,136.82,0.3834,939.0,0.329,0.0,5537
2021088,21088 Chelyabinsk (1992 BL2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2021088,14.34,3.602093458,8.0545258335,False,False,2142-08-29,66474.2801883038,14756414.515092144,Mars,AMO,Y,N,14.34,2.793,0.206,11.23,,,0.2387,1.706,1.299,38.46,297.83,27.2,205.19,0.4422,814.0,0.306,0.0,8059
2025330,25330 (1999 KV4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2025330,16.75,1.1872849879,2.6548499417,False,False,1915-04-04,33414.8512086329,29020106.72372856,Earth,APO,Y,N,16.75,3.21,0.052,4.919,,,0.3709,1.541,0.969,14.33,50.51,86.1,335.29,0.5154,698.0,0.173,0.0,3837
2029075,29075 (1950 DA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2029075,17.28,0.930154254,2.0798881414,True,False,1919-03-02,56518.8786861685,12513834.04517554,Earth,APO,Y,Y,17.28,1.3,0.07,2.1216,,,0.5075,1.699,0.837,12.15,356.54,224.83,41.32,0.4452,809.0,0.0398,0.0,1177
2035107,35107 (1991 VH),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2035107,16.85,1.133848361,2.5353620113,True,False,1905-07-30,32471.6750620642,15268885.894597195,Earth,APO,Y,Y,16.85,0.929,0.408,2.6236,,,0.1437,1.137,0.973,13.92,139.31,207.03,65.64,0.8134,443.0,0.0271,0.0,6211
2035396,35396 (1997 XF11),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2035396,17.01,1.0533070151,2.3552660868,True,False,1907-05-19,33023.4367099679,14803979.546813104,Venus,APO,Y,Y,17.01,0.704,0.772,3.259,,,0.4838,1.442,0.745,4.1,213.63,103.07,139.72,0.569,633.0,0.000331,0.0,2670
2026760,26760 (2001 KP41),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2026760,15.5,2.1113244479,4.7210649881,False,False,1907-12-01,22735.7049333659,251936308.84240505,Juptr,AMO,Y,N,15.5,5.4,0.042,5.3,,,0.557,2.854,1.264,11.01,146.25,155.14,10.99,0.2044,1760.0,0.26,0.0,2232
2023606,23606 (1996 AS1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2023606,18.39,0.5578982211,1.2474983468,False,False,1941-07-13,31578.5874201654,20453117.72581976,Earth,AMO,Y,N,18.39,0.866,0.123,,,,0.3609,1.751,1.119,14.36,296.6,357.66,160.53,0.4255,846.0,0.101,0.0,762
2025916,25916 (2001 CP44),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2025916,13.76,4.7049496112,10.5205871614,False,False,1918-06-10,15214.7553673706,276193888.58148545,Juptr,AMO,Y,N,13.76,5.683,0.177,4.6021,,,0.4998,2.558,1.279,15.76,94.64,199.7,282.57,0.2409,1490.0,0.273,0.0,4605
2027346,27346 (2000 DN8),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2027346,15.88,1.7723723926,3.9631451512,False,False,1953-09-18,60683.2966357736,5226200.361747466,Mars,AMO,Y,N,15.88,1.802,0.256,0.068,,,0.399,1.875,1.127,36.95,135.18,269.29,88.67,0.3839,938.0,0.443,0.0,1507
2033342,33342 (1998 WT24),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2033342,18.02,0.6615382752,1.4792445531,True,False,1905-07-17,91401.5414974874,9529365.72398476,Merc,ATE,Y,Y,18.02,0.432,0.654,3.697,,,0.4177,0.7187,0.419,7.37,81.66,167.52,314.57,1.618,223.0,0.0105,0.0,1983
2025143,25143 Itokawa (1998 SF36),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2025143,19.26,0.3737274319,0.8356799428,True,False,1902-04-14,18978.3650928352,5987213.148797547,Earth,APO,Y,Y,19.26,0.33,,12.132,2.1e-09,1.9,0.2802,1.324,0.953,1.62,69.08,162.85,41.26,0.6469,557.0,0.0133,0.0,1025
2026817,26817 (1987 QB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2026817,19.49,0.3361669212,0.7516920875,False,False,1919-09-03,28871.6195926171,279960546.15085226,Juptr,AMO,Y,N,19.49,1.172,0.027,,,,0.5937,2.806,1.14,3.5,153.16,156.61,60.88,0.2097,1720.0,0.127,0.0,108
2036183,36183 (1999 TX16),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2036183,16.3,1.4606796427,3.2661789745,False,False,1910-11-14,77049.9208160845,20535816.67001808,Earth,AMO,Y,N,16.3,2.339,0.089,5.613,,,0.3323,1.551,1.036,38.22,54.64,311.21,212.53,0.5101,706.0,0.135,0.0,1863
2038091,38091 (1999 JT3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2038091,16.31,1.4539684294,3.2511722452,False,False,,,,,AMO,Y,N,16.31,2.517,0.092,,,,0.4011,2.17,1.299,9.33,64.82,225.02,69.97,0.3084,1170.0,0.306,0.0,1344
2053430,53430 (1999 TY16),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2053430,16.66,1.2375278366,2.7671963667,False,False,,,,,AMO,Y,N,16.66,1.233,0.266,9.5819,,,0.4032,2.099,1.253,60.41,241.92,156.97,219.87,0.3241,1110.0,0.291,0.0,964
2053789,53789 (2000 ED104),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2053789,17.35,0.900647767,2.0139096308,True,False,1909-09-28,82616.9166600674,21110266.686420724,Earth,APO,Y,Y,17.35,0.843,0.222,43.0,,,0.2692,1.371,1.002,40.78,190.02,218.36,122.59,0.6143,586.0,0.0478,0.0,1198
2039572,39572 (1993 DQ1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2039572,16.56,1.2958507267,2.8976103136,True,False,1909-07-16,30042.7715512449,12551178.849613843,Earth,AMO,Y,Y,16.56,1.554,0.184,,,,0.4928,2.036,1.033,10.03,313.5,344.84,341.52,0.3392,1060.0,0.0263,0.0,895
2040263,40263 (1999 FQ5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2040263,17.75,0.7491261831,1.6750970692,False,False,2004-09-20,36813.3630609622,10054612.851346532,Mars,AMO,Y,N,17.75,0.954,0.177,28.0,,,0.161,1.495,1.254,25.84,172.8,198.72,7.53,0.5393,668.0,0.257,0.0,1120
2048603,48603 (1995 BC2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2048603,17.82,0.7253622947,1.6219593992,False,False,1901-10-09,46909.7807890381,55861580.89087922,Earth,AMO,Y,N,17.82,0.844,0.227,,,,0.4297,1.918,1.094,5.02,328.21,81.84,251.28,0.371,970.0,0.137,0.0,562
2052750,52750 (1998 KK17),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2052750,16.67,1.2318419127,2.7544822542,False,False,1911-04-04,40373.5238556329,18044022.61940697,Venus,APO,Y,N,16.67,1.059,0.471,26.43,,,0.5249,1.427,0.678,11.17,141.31,334.16,98.23,0.5783,623.0,0.163,0.0,2420
2052760,52760 (1998 ML14),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2052760,17.52,0.8328273455,1.8622585581,True,False,1904-09-17,36742.6282874591,13958599.126123788,Earth,APO,Y,Y,17.52,1.0,,14.28,,,0.6236,2.409,0.907,2.43,338.65,20.36,92.55,0.2637,1370.0,0.017,0.0,708
2052762,52762 (1998 MT24),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2052762,14.82,2.8877193076,6.4571366717,False,False,2028-02-09,79415.2991554438,24429190.038063716,Earth,APO,Y,N,14.82,6.742,0.051,12.08,,,0.6532,2.416,0.838,33.87,308.95,254.51,134.2,0.2625,1370.0,0.137,0.0,1324
