full_name,class,neo,pha,H,diameter,albedo,rot_per,GM,density,e,a,q,i,om,w,ma,n,per,moid,condition_code,n_obs_used
345813 (2007 HX4),APO,Y,N,17.8,1.377,0.069,,,,0.3319,1.318,0.88,56.55,41.67,14.55,201.45,0.6517,552.0,0.104,0.0,273
349068 (2006 YT13),APO,Y,Y,18.3,0.496,0.343,2.433,,,0.4258,1.323,0.76,38.25,116.68,105.46,104.16,0.6478,556.0,0.0386,0.0,500
349074 (2007 BM8),APO,Y,N,18.39,1.081,0.067,,,,0.7209,1.341,0.374,27.64,87.62,179.31,343.05,0.6344,568.0,0.407,0.0,217
349219 (2007 SV11),APO,Y,N,18.13,0.583,0.272,,,,0.494,1.734,0.877,32.22,292.21,23.73,349.26,0.4316,834.0,0.112,0.0,191
349925 (2009 WC26),APO,Y,N,17.34,0.92,0.229,,,,0.6971,2.172,0.658,12.01,203.04,350.89,313.55,0.308,1170.0,0.199,0.0,515
350513 (2000 BG19),AMO,Y,N,18.06,1.77,0.043,,,,0.5544,2.675,1.192,12.45,144.7,82.95,310.23,0.2253,1600.0,0.297,0.0,375
355770 (2008 RE80),AMO,Y,N,18.35,1.199,0.054,,,,0.2459,1.482,1.117,16.59,181.98,26.26,327.28,0.5466,659.0,0.135,0.0,412
356394 (2010 QD2),APO,Y,N,17.46,1.071,0.152,,,,0.7857,2.009,0.43,10.66,120.53,126.03,150.96,0.3461,1040.0,0.0609,0.0,338
357022 (1999 YG3),APO,Y,Y,19.07,0.432,0.217,,,,0.3296,1.285,0.861,34.52,293.25,250.24,229.28,0.6769,532.0,0.0414,0.0,327
357024 (1999 YR14),APO,Y,Y,19.47,0.255,0.43,4.2477,,,0.4001,1.651,0.991,3.73,2.97,9.71,111.52,0.4645,775.0,0.00712,0.0,1298
360191 (1988 TA),APO,Y,Y,21.08,0.4,,,,,0.4787,1.54,0.803,2.53,194.6,105.34,175.56,0.5155,698.0,0.00571,0.0,304
361538 (2007 JZ20),APO,Y,N,18.67,0.479,0.313,,,,0.335,1.311,0.872,40.48,200.48,139.02,58.07,0.6566,548.0,0.0662,0.0,686
363024 (1998 OK1),APO,Y,Y,19.42,0.558,0.099,,,,0.4292,1.356,0.774,13.99,109.64,298.65,50.61,0.6241,577.0,0.0403,0.0,291
363027 (1998 ST27),ATE,Y,Y,19.58,0.578,0.059,3.0,,,0.5298,0.8198,0.386,21.05,197.51,322.44,88.41,1.328,271.0,0.00981,0.0,1047
363505 (2003 UC20),ATE,Y,Y,18.47,1.876,0.029,29.6,,,0.3369,0.7812,0.518,3.78,187.92,60.17,117.8,1.427,252.0,0.0352,0.0,1071
363599 (2004 FG11),APO,Y,Y,21.05,0.152,0.306,7.021,,,0.724,1.586,0.438,3.13,83.44,228.81,266.81,0.4934,730.0,0.0203,0.0,525
363626 (2004 RA11),AMO,Y,N,18.92,0.633,0.135,,,,0.3994,1.824,1.096,39.36,169.7,276.45,168.23,0.4,900.0,0.395,0.0,209
363814 (2005 ND7),APO,Y,N,17.97,1.105,0.1,6.6,,,0.4827,1.964,1.016,52.58,110.06,241.48,122.19,0.3581,1010.0,0.188,0.0,375
363831 (2005 PY16),APO,Y,Y,19.33,0.371,0.268,,,,0.5252,1.976,0.938,6.42,159.29,193.53,109.41,0.355,1010.0,0.0429,0.0,240
364762 (2007 XC10),AMO,Y,N,19.38,1.047,0.028,,,,0.2259,1.619,1.254,47.94,254.02,112.5,304.4,0.4783,753.0,0.411,0.0,97
364877 (2008 EM9),APO,Y,N,17.34,0.786,0.317,43.6586,,,0.8525,1.959,0.289,9.44,229.68,181.79,185.09,0.3595,1000.0,0.135,0.0,526
365071 (2009 AV),APO,Y,Y,18.18,0.674,0.246,,,,0.0739,1.03,0.954,45.87,150.73,322.12,97.1,0.9433,382.0,0.0218,0.0,1195
365424 (2010 KX7),ATE,Y,Y,21.91,0.212,0.075,,,,0.1709,0.9893,0.82,21.49,46.45,61.94,12.53,1.002,359.0,0.0311,1.0,95
365449 (2010 NJ1),ATE,Y,N,20.28,0.215,0.264,,,,0.5406,0.9685,0.445,11.22,128.23,358.58,128.9,1.034,348.0,0.155,0.0,197
366774 (2004 TB18),APO,Y,Y,17.87,0.859,0.199,,,,0.4508,1.815,0.997,13.2,120.97,13.19,171.81,0.4031,893.0,0.0195,0.0,698
367248 (2007 MK13),APO,Y,Y,20.21,0.386,0.119,5.286,,,0.1397,1.025,0.881,19.88,95.07,259.97,205.52,0.9504,379.0,0.0348,1.0,310
367684 (2010 OS22),APO,Y,N,18.07,0.498,0.412,,,,0.6887,1.637,0.51,9.36,256.9,179.66,86.92,0.4707,765.0,0.159,0.0,452
368184 (2000 RN77),ATE,Y,N,19.36,0.381,0.193,,,,0.3182,0.9513,0.649,16.1,312.68,211.76,253.83,1.062,339.0,0.107,0.0,488
369264 (2009 MS),APO,Y,Y,16.34,1.515,0.232,,,,0.5701,2.005,0.862,52.37,252.04,219.54,48.3,0.3471,1040.0,0.0435,0.0,459
369454 (2010 NZ1),APO,Y,N,19.09,0.846,0.036,,,,0.6466,1.373,0.485,32.76,158.97,37.89,263.82,0.6126,588.0,0.274,0.0,86
371336 (2006 KD1),APO,Y,N,17.38,1.137,0.18,,,,0.785,2.481,0.533,30.79,168.92,338.25,9.74,0.2523,1430.0,0.416,0.0,307
371660 (2007 CN26),APO,Y,Y,21.09,0.23,0.16,,,,0.2692,1.293,0.945,7.58,159.26,135.69,139.99,0.6707,537.0,0.00281,0.0,293
373135 (2011 SD173),APO,Y,Y,19.52,1.05,0.025,,,,0.4975,1.653,0.83,4.39,203.03,59.66,308.19,0.464,776.0,0.00215,0.0,217
374449 (2005 XD1),AMO,Y,N,19.39,0.414,0.179,,,,0.3066,1.621,1.124,18.28,287.34,198.76,225.1,0.4778,753.0,0.15,0.0,356
377732 (2005 XJ8),APO,Y,Y,17.06,0.986,0.288,42.89,,,0.6205,1.931,0.733,23.56,115.79,67.45,124.43,0.3672,980.0,0.016,0.0,874
380188 (2000 WC67),AMO,Y,N,18.81,1.312,0.037,,,,0.5826,2.673,1.116,9.93,249.72,251.69,220.38,0.2255,1600.0,0.21,0.0,239
381181 (2007 LV19),APO,Y,N,19.68,0.602,0.064,,,,0.3204,1.471,1.0,14.89,264.01,301.42,142.79,0.5522,652.0,0.0866,0.0,231
381677 (2009 BJ81),APO,Y,N,18.36,0.472,0.346,325.0,,,0.4559,1.851,1.007,5.84,108.47,90.65,227.95,0.3914,920.0,0.0979,0.0,1939
381906 (2010 CL19),APO,Y,Y,17.8,0.52,0.451,3.5197,,,0.6456,1.543,0.547,7.31,243.77,76.83,116.79,0.5142,700.0,0.0113,0.0,1127
381989 (2010 HR80),APO,Y,N,19.87,0.783,0.02,,,,0.4958,1.347,0.679,26.72,6.19,291.34,292.2,0.6302,571.0,0.105,0.0,175
385186 (1994 AW1),AMO,Y,Y,17.64,0.811,0.223,2.5193,,,0.0756,1.105,1.021,24.1,290.34,37.14,294.57,0.8485,424.0,0.0182,0.0,2792
385268 (2001 RC12),AMO,Y,N,15.81,3.2,0.08,,,,0.6428,3.21,1.146,27.41,208.9,185.54,63.62,0.1714,2100.0,0.153,0.0,1290
385343 (2002 LV),APO,Y,Y,16.55,1.359,0.334,6.195,,,0.6051,2.314,0.914,29.53,132.14,224.23,212.48,0.2799,1290.0,0.00664,0.0,1961
385402 (2002 WZ2),APO,Y,N,17.19,1.597,0.11,,,,0.8845,2.462,0.284,51.27,261.27,48.2,356.46,0.2551,1410.0,0.13,0.0,232
386454 (2008 XM),APO,Y,Y,20.03,0.367,0.128,,,,0.9092,1.222,0.111,5.44,240.57,27.44,232.74,0.7294,494.0,0.0046,0.0,104
386720 (2009 XC2),AMO,Y,N,17.04,0.964,0.244,,,,0.5826,2.645,1.104,25.78,104.14,93.26,233.28,0.2291,1570.0,0.393,0.0,352
386847 (2010 LR33),APO,Y,Y,18.06,0.663,0.211,,,,0.4625,1.692,0.909,5.83,352.07,333.21,348.35,0.4479,804.0,0.0291,0.0,433
387505 (1998 KN3),APO,Y,Y,18.78,1.06,0.074,,,,0.8734,1.542,0.195,2.29,313.22,71.27,94.65,0.5147,699.0,0.0183,0.0,1501
387733 (2003 GS),ATE,Y,N,18.93,0.344,0.411,2.467,,,0.2186,0.8928,0.698,12.03,196.18,181.9,101.62,1.168,308.0,0.0857,0.0,933
387746 (2003 MH4),APO,Y,Y,20.13,0.366,0.132,,,,0.5131,1.963,0.956,3.91,259.48,323.53,70.73,0.3584,1000.0,0.00218,0.0,576
388185 (2006 CX10),AMO,Y,N,17.79,2.75,0.019,,,,0.5092,2.574,1.263,26.98,32.09,189.84,276.69,0.2386,1510.0,0.26,0.0,343
388189 (2006 DS14),ATE,Y,N,20.53,0.315,0.123,,,,0.3365,0.8638,0.573,26.54,162.24,187.5,11.82,1.228,293.0,0.155,0.0,264
388838 (2008 EZ5),AMO,Y,N,19.62,0.378,0.196,2.859,,,0.5065,2.091,1.032,7.99,14.8,228.58,293.35,0.3259,1100.0,0.0806,0.0,1992
389694 (2011 QD48),APO,Y,Y,18.2,0.451,0.456,5.24,,,0.4922,1.545,0.785,19.07,358.78,106.8,61.92,0.5131,702.0,0.018,0.0,825
390725 (2003 HB),ATE,Y,Y,19.69,0.293,0.271,,,,0.3803,0.8497,0.527,18.12,70.34,306.76,130.68,1.258,286.0,0.0472,0.0,499
391151 (2005 YY93),APO,Y,N,17.23,1.745,0.084,,,,0.8811,2.584,0.307,24.8,294.8,313.35,265.81,0.2373,1520.0,0.106,0.0,403
391211 (2006 HZ51),AMO,Y,Y,18.48,0.412,0.415,,,,0.45,1.898,1.044,12.41,84.27,193.37,138.06,0.3771,955.0,0.0335,0.0,207
393359 (1998 ME3),AMO,Y,N,19.44,0.774,0.062,,,,0.4836,2.179,1.125,6.01,129.36,165.65,182.24,0.3064,1180.0,0.111,0.0,280
393569 (2003 JC13),APO,Y,N,20.3,0.551,0.048,,,,0.3152,1.066,0.73,8.51,205.79,172.03,48.8,0.8951,402.0,0.143,0.0,515
394130 (2006 HY51),APO,Y,N,17.22,1.218,0.157,,,,0.9684,2.589,0.082,33.53,40.62,341.98,228.07,0.2366,1520.0,0.113,0.0,315
394392 (2007 EP88),ATE,Y,N,18.37,0.636,0.174,,,,0.8859,0.8373,0.096,20.73,328.48,47.13,256.44,1.286,280.0,0.143,0.0,215
395143 (2010 CN1),APO,Y,N,18.95,0.636,0.124,,,,0.439,1.499,0.841,20.97,216.42,192.5,250.47,0.5371,670.0,0.144,0.0,183
395207 (2010 HQ80),APO,Y,Y,19.61,0.724,0.022,,,,0.4897,1.568,0.8,27.84,218.43,66.37,280.5,0.5021,717.0,0.00938,0.0,321
397237 (2006 KZ112),APO,Y,N,16.76,1.18,0.269,,,,0.8872,2.523,0.285,37.85,166.33,358.2,323.51,0.246,1460.0,0.531,0.0,305
398188 Agni (2010 LE15),ATE,Y,Y,19.33,0.462,0.137,21.99,,,0.2733,0.8645,0.628,13.25,134.18,328.63,252.91,1.226,294.0,0.0219,0.0,718
399325 (1999 GY5),APO,Y,N,20.18,0.669,0.039,,,,0.6148,1.146,0.442,24.43,203.37,232.24,297.62,0.8029,448.0,0.0631,0.0,345
399433 (2001 YK4),APO,Y,N,18.58,1.339,0.021,,,,0.7767,2.655,0.593,4.38,155.69,210.86,204.04,0.2279,1580.0,0.0646,0.0,168
401857 (2000 PG3),APO,Y,N,16.14,4.2,0.046,,,,0.8554,2.826,0.409,22.05,323.53,141.28,88.55,0.2075,1740.0,0.212,0.0,464
401925 (2002 AT15),APO,Y,N,18.48,0.475,0.342,,,,0.4752,1.894,0.994,36.38,108.4,266.51,86.34,0.3781,952.0,0.31,0.0,162
406952 (2009 KJ),APO,Y,N,17.11,0.772,0.429,,,,0.7175,1.241,0.351,32.95,12.47,67.13,15.33,0.713,505.0,0.0894,0.0,163
407324 (2010 OB101),APO,Y,N,20.58,0.281,0.141,,,,0.5225,1.617,0.772,9.13,260.89,334.46,195.84,0.4795,751.0,0.112,0.0,117
408751 (1987 SF3),AMO,Y,N,19.02,0.399,0.278,21.0,,,0.5344,2.254,1.049,3.35,186.84,134.79,116.58,0.2913,1240.0,0.0543,0.0,384
409256 (2004 HO1),AMO,Y,N,18.42,1.887,0.026,,,,0.5215,2.207,1.056,25.74,43.25,265.25,177.97,0.3007,1200.0,0.331,0.0,174
409836 (2006 QY110),APO,Y,Y,18.07,0.554,0.331,,,,0.5742,1.924,0.819,6.4,222.61,221.65,49.6,0.3693,975.0,0.0319,0.0,249
410088 (2007 EJ),APO,Y,N,18.2,1.032,0.095,4.5569,,,0.6293,2.501,0.927,8.32,61.73,3.64,276.14,0.2492,1440.0,0.0573,0.0,1814
410777 (2009 FD),APO,Y,N,22.18,0.472,0.01,4.0,,,0.4931,1.164,0.59,3.12,9.17,281.66,50.41,0.7849,459.0,0.0021,0.0,516
410778 (2009 FG19),APO,Y,Y,18.15,1.457,0.048,8.0,,,0.719,2.911,0.818,54.5,187.49,120.41,96.83,0.1985,1810.0,0.0253,0.0,347
411165 (2010 DF1),APO,Y,N,22.09,0.159,0.121,45.8,,,0.5028,1.599,0.795,20.09,154.79,101.89,240.86,0.4875,738.0,0.0428,0.0,281
411201 (2010 LJ14),AMO,Y,N,17.8,0.658,0.31,113.0,,,0.3418,1.626,1.07,12.03,177.36,295.41,269.66,0.4753,757.0,0.172,0.0,1506
411611 (2011 QF14),AMO,Y,N,18.75,0.358,0.415,,,,0.4833,2.026,1.047,3.4,138.26,297.33,293.15,0.3419,1050.0,0.0811,0.0,479
413038 (2001 MF1),AMO,Y,N,16.94,1.237,0.301,6.569,,,0.577,2.649,1.121,23.97,288.58,76.61,215.94,0.2286,1570.0,0.341,0.0,639
413123 (2001 XS1),AMO,Y,N,18.99,1.258,0.03,,,,0.5562,2.672,1.186,10.94,266.9,164.82,179.32,0.2257,1590.0,0.205,0.0,330
413192 (2002 VY94),AMO,Y,N,16.91,2.16,0.043,,,,0.6571,3.245,1.113,9.12,280.8,233.36,306.43,0.1686,2140.0,0.174,0.0,697
413421 (2004 VA15),AMO,Y,N,18.27,1.9,0.023,,,,0.5846,2.903,1.206,17.82,34.65,332.24,99.41,0.1993,1810.0,0.236,0.0,222
413820 (2006 QR89),AMO,Y,N,19.65,0.659,0.049,,,,0.3672,1.889,1.195,9.24,166.34,263.76,92.4,0.3797,948.0,0.271,0.0,203
414286 (2008 OC6),ATE,Y,Y,18.59,0.369,0.471,,,,0.1992,0.9231,0.739,21.85,177.57,295.87,96.24,1.111,324.0,0.0306,0.0,527
414287 (2008 OB9),APO,Y,Y,17.73,1.974,0.038,42.5,,,0.7597,3.201,0.769,13.5,202.67,238.62,331.52,0.1721,2090.0,0.0125,0.0,329
414429 (2009 DC43),APO,Y,N,18.02,2.866,0.015,,,,0.4894,1.8,0.919,20.84,84.22,172.97,304.26,0.408,882.0,0.0953,0.0,368
414586 (2009 UV18),AMO,Y,N,16.13,0.996,0.709,,,,0.6331,3.172,1.164,8.34,86.75,62.66,288.89,0.1744,2060.0,0.221,0.0,960
414746 (2010 EH20),AMO,Y,N,17.86,1.8,0.019,,,,0.523,2.621,1.25,23.87,120.65,207.67,210.66,0.2323,1550.0,0.267,0.0,241
414772 (2010 OC103),APO,Y,N,19.14,1.466,0.019,,,,0.672,1.195,0.392,23.11,17.94,178.33,36.29,0.7549,477.0,0.333,0.0,251
415711 (1998 WT7),AMO,Y,N,19.01,0.346,0.371,,,,0.11,1.152,1.025,40.7,248.26,235.94,259.17,0.7973,452.0,0.0849,0.0,513
415986 (2002 AT5),AMO,Y,N,18.03,1.072,0.088,,,,0.5461,2.664,1.21,25.73,332.21,181.5,158.85,0.2266,1590.0,0.22,0.0,184
416071 (2002 NV),AMO,Y,N,18.05,0.803,0.189,17.7,,,0.6171,2.666,1.021,22.27,294.23,271.81,155.81,0.2264,1590.0,0.307,0.0,239
416567 (2004 EB),AMO,Y,N,17.13,2.538,0.036,,,,0.6613,3.108,1.053,21.09,20.74,238.68,309.57,0.1798,2000.0,0.197,0.0,210
416694 (2004 YR32),APO,Y,N,17.67,2.292,0.031,50.3,,,0.6984,3.071,0.926,20.45,89.89,89.04,317.65,0.1832,1970.0,0.246,0.0,359
416801 (2005 GC120),APO,Y,Y,19.64,0.906,0.031,9.0,,,0.4975,1.193,0.6,16.54,67.92,258.31,215.55,0.756,476.0,0.00561,0.0,350
417264 (2006 AT2),AMO,Y,N,17.06,1.93,0.062,,,,0.6046,2.697,1.066,21.13,143.82,39.5,136.58,0.2226,1620.0,0.146,0.0,1673
417634 (2006 XG1),APO,Y,Y,18.57,0.418,0.154,,,,0.5956,2.458,0.994,20.49,38.45,344.15,334.55,0.2557,1410.0,0.0149,0.0,171
418094 (2007 WV4),APO,Y,Y,19.65,0.89,0.042,9.929,,,0.4408,1.486,0.831,38.34,249.86,297.64,268.04,0.5439,662.0,0.019,0.0,399
418797 (2008 VF),ATE,Y,N,19.41,0.789,0.063,7.35,,,0.3258,0.9059,0.611,26.2,234.4,3.28,90.34,1.143,315.0,0.209,0.0,470
418929 (2009 DM1),AMO,Y,N,17.03,1.432,0.137,4.59,,,0.6407,2.894,1.04,15.2,197.58,219.77,151.56,0.2002,1800.0,0.109,0.0,2675
419472 (2010 DW1),APO,Y,Y,19.97,0.459,0.088,,,,0.2002,1.225,0.98,23.77,157.11,9.66,217.22,0.727,495.0,0.00882,0.0,385
419624 (2010 SO16),APO,Y,Y,20.44,0.357,0.084,,,,0.0754,1.004,0.928,14.51,40.34,109.26,234.44,0.9798,367.0,0.0306,0.0,350
419880 (2011 AH37),APO,Y,Y,19.83,0.982,0.026,,,,0.672,2.548,0.836,9.66,102.04,322.42,253.44,0.2423,1490.0,0.0353,0.0,190
422638 (1994 CB),APO,Y,N,21.09,0.193,0.195,8.676,,,0.1451,1.149,0.983,18.26,310.62,288.52,202.23,0.7998,450.0,0.0545,0.0,205
422686 (2000 AC6),ATE,Y,Y,21.6,0.176,0.143,2.4437,,,0.2865,0.8537,0.609,4.7,101.35,188.09,114.79,1.25,288.0,0.0462,0.0,464
422699 (2000 PD3),APO,Y,Y,18.28,0.619,0.22,42.484,,,0.5919,1.999,0.816,7.7,298.63,110.25,310.77,0.3488,1030.0,0.0271,0.0,528
423321 (2005 ED318),AMO,Y,Y,20.9,0.202,0.212,17.157,,,0.4502,1.85,1.017,2.39,82.04,164.37,52.13,0.3917,919.0,0.00676,0.0,615
424089 (2007 DU103),AMO,Y,N,17.56,2.314,0.027,,,,0.5016,2.463,1.227,23.26,337.73,295.21,244.14,0.255,1410.0,0.368,0.0,417
424392 (2007 YJ),APO,Y,N,22.11,0.239,0.054,,,,0.2797,1.103,0.795,3.31,28.87,199.41,39.45,0.8505,423.0,0.0512,0.0,189
428223 (2006 WW),APO,Y,N,16.02,2.525,0.101,,,,0.8696,2.697,0.352,31.81,87.89,198.38,135.5,0.2225,1620.0,0.399,0.0,367
429073 (2009 ND1),AMO,Y,N,17.23,2.498,0.041,,,,0.571,2.733,1.172,11.83,97.94,292.28,176.32,0.2182,1650.0,0.264,0.0,228
429382 (2010 NW117),AMO,Y,N,18.34,0.448,0.463,,,,0.5328,2.354,1.1,3.41,252.66,148.6,53.96,0.273,1320.0,0.112,0.0,466
429746 (2011 SA16),AMO,Y,N,17.27,1.275,0.131,,,,0.5328,2.732,1.276,20.12,275.39,317.46,109.18,0.2183,1650.0,0.325,0.0,178
431107 (2006 GU),AMO,Y,N,17.69,1.266,0.092,,,,0.584,2.698,1.123,17.7,148.92,146.48,115.05,0.2223,1620.0,0.154,0.0,451
433953 (1997 XR2),APO,Y,Y,20.91,0.259,0.115,9.3205,,,0.2009,1.077,0.86,7.19,250.62,84.52,84.77,0.8824,408.0,0.0011,0.0,548
433992 (2000 HD74),AMO,Y,N,17.93,0.827,0.144,9.36,,,0.5979,2.918,1.173,49.25,55.18,223.54,29.45,0.1977,1820.0,0.274,0.0,694
434096 (2002 GO5),APO,Y,Y,18.15,0.528,0.431,,,,0.7679,1.896,0.44,13.77,22.59,65.37,35.8,0.3776,953.0,0.0311,0.0,263
434632 (2005 WE),APO,Y,N,19.88,1.15,0.019,,,,0.2513,1.151,0.862,12.37,289.91,22.66,144.74,0.798,451.0,0.129,0.0,260
434633 (2005 WB1),APO,Y,Y,20.7,0.31,0.039,,,,0.3553,1.264,0.815,22.88,61.4,265.78,81.59,0.6939,519.0,0.0454,0.0,277
434740 (2006 GZ),APO,Y,N,19.49,0.997,0.031,,,,0.3798,1.527,0.947,12.48,25.57,292.5,59.58,0.5221,689.0,0.0828,0.0,251
435404 (2008 AT28),AMO,Y,N,18.63,0.921,0.083,,,,0.4424,2.21,1.232,8.86,130.26,263.95,202.4,0.3,1200.0,0.292,0.0,372
436030 (2009 JO2),ATE,Y,N,19.42,0.295,0.296,,,,0.4784,0.8883,0.463,19.62,203.41,239.73,327.2,1.177,306.0,0.0567,0.0,653
436324 (2010 GZ6),AMO,Y,N,19.44,0.369,0.205,,,,0.1441,1.401,1.199,44.84,199.43,73.93,83.33,0.5941,606.0,0.309,0.0,462
436325 (2010 GR7),APO,Y,N,18.36,0.452,0.378,,,,0.8456,1.831,0.283,24.13,157.55,192.01,75.21,0.3977,905.0,0.283,0.0,224
436329 (2010 GX62),APO,Y,Y,20.09,0.622,0.012,,,,0.6989,2.971,0.895,21.82,206.92,317.0,33.14,0.1924,1870.0,0.000481,0.0,182
436671 (2011 SV71),AMO,Y,Y,18.0,2.159,0.024,,,,0.6081,2.635,1.032,13.39,80.6,190.72,155.11,0.2305,1560.0,0.0213,0.0,205
436761 (2012 DN),APO,Y,N,18.2,2.773,0.013,,,,0.5932,2.235,0.909,19.95,143.25,247.33,96.65,0.295,1220.0,0.103,0.0,151
437879 (2001 RX11),AMO,Y,N,17.72,1.82,0.044,,,,0.5462,2.767,1.256,13.09,343.59,308.08,106.69,0.2142,1680.0,0.298,0.0,534
437994 (2003 UL12),APO,Y,N,17.48,1.078,0.2,,,,0.7034,3.28,0.973,19.81,192.68,275.32,243.17,0.166,2170.0,0.254,0.0,495
438107 (2005 GY110),APO,Y,N,18.36,0.663,0.191,,,,0.6864,1.849,0.58,12.65,294.6,169.16,88.38,0.3921,918.0,0.215,0.0,113
438897 (2009 WN),AMO,Y,N,18.83,0.946,0.06,,,,0.2215,1.38,1.074,32.79,249.33,236.18,282.41,0.6079,592.0,0.174,0.0,260
438902 (2009 WF104),AMO,Y,N,17.5,2.226,0.047,56.5,,,0.6559,3.083,1.061,16.97,81.63,94.4,312.39,0.182,1980.0,0.278,0.0,938
438990 (2010 SG13),APO,Y,N,18.34,0.818,0.126,,,,0.7485,1.252,0.315,33.8,252.94,225.13,235.36,0.7032,512.0,0.0641,0.0,122
439889 (2000 PG5),AMO,Y,N,20.38,0.59,0.046,,,,0.458,2.088,1.132,6.12,309.69,358.86,141.85,0.3266,1100.0,0.116,0.0,235
439898 (2000 TG2),AMO,Y,N,19.99,0.53,0.063,,,,0.2454,1.522,1.148,12.0,206.82,200.43,113.7,0.5251,686.0,0.163,0.0,273
441952 (2010 LR68),AMO,Y,N,18.39,2.246,0.017,,,,0.587,3.096,1.279,4.71,109.01,299.82,288.4,0.1809,1990.0,0.3,0.0,418
441987 (2010 NY65),APO,Y,Y,21.35,0.228,0.071,4.9706,,,0.3701,1.004,0.632,11.54,267.92,252.09,207.8,0.9803,367.0,0.0185,0.0,999
442037 (2010 PR66),APO,Y,Y,19.26,0.695,0.063,2.0734,,,0.6874,2.928,0.915,17.6,292.75,319.53,29.0,0.1967,1830.0,0.00257,0.0,671
442605 (2012 HY33),APO,Y,N,19.29,0.44,0.209,,,,0.5437,1.997,0.911,14.7,63.57,270.8,238.56,0.3492,1030.0,0.163,0.0,138
442742 (2012 WP3),AMO,Y,N,17.81,2.003,0.04,221.0,,,0.3842,2.1,1.293,22.57,227.14,141.72,128.17,0.3239,1110.0,0.348,0.0,1252
443806 (1998 FL3),APO,Y,Y,21.72,0.288,0.034,,,,0.2478,1.26,0.948,26.38,180.1,121.34,111.29,0.6968,517.0,0.0397,0.0,59
443837 (2000 TJ1),AMO,Y,N,19.68,0.253,0.399,14.09,,,0.0808,1.16,1.067,39.54,190.41,52.5,158.17,0.7885,457.0,0.0978,0.0,684
443880 (2001 UZ16),APO,Y,Y,19.38,0.228,0.593,13.719,,,0.4265,1.76,1.009,12.67,323.09,28.63,128.94,0.4221,853.0,0.0292,0.0,451
443923 (2002 RU25),AMO,Y,N,17.57,3.316,0.018,119.4,,,0.4826,2.178,1.127,28.9,5.02,306.41,99.11,0.3067,1170.0,0.248,0.0,780
444193 (2005 SE71),APO,Y,Y,18.19,0.437,0.503,66.8,,,0.1944,1.07,0.862,24.83,39.1,78.3,19.16,0.891,404.0,0.00228,0.0,487
445025 (2008 NS1),APO,Y,N,17.43,2.098,0.04,,,,0.8092,2.408,0.459,13.47,305.78,211.12,230.93,0.2637,1370.0,0.17,0.0,88
445305 (2010 DM56),APO,Y,Y,19.81,0.762,0.025,,,,0.2926,1.306,0.924,25.6,349.6,48.17,254.76,0.6601,545.0,0.00703,0.0,346
450159 (2000 JJ5),APO,Y,N,19.03,0.735,0.09,,,,0.7025,1.91,0.568,9.44,59.81,50.93,268.47,0.3733,964.0,0.0962,0.0,185
450237 (2002 XY38),ATE,Y,N,23.18,0.096,0.134,,,,0.2177,0.9113,0.713,2.12,158.7,119.93,293.99,1.133,318.0,0.00287,0.0,145
450238 (2002 XN40),AMO,Y,N,18.35,1.25,0.059,,,,0.4267,2.17,1.244,25.62,270.95,216.51,38.27,0.3083,1170.0,0.312,0.0,262
451124 (2009 KC3),APO,Y,Y,18.08,2.188,0.023,,,,0.6984,3.21,0.968,10.01,340.11,337.26,300.39,0.1714,2100.0,0.00649,0.0,472
451217 (2009 XE11),AMO,Y,N,17.0,2.72,0.038,,,,0.6106,3.315,1.291,14.06,99.79,107.71,197.73,0.1633,2200.0,0.38,0.0,155
452313 (1998 XR16),APO,Y,N,18.6,1.514,0.031,,,,0.5817,2.272,0.951,20.5,91.47,68.58,287.09,0.2877,1250.0,0.16,0.0,359
452389 (2002 NW16),AMO,Y,N,18.15,0.846,0.156,46.7,,,0.0301,1.109,1.075,14.16,301.51,317.41,46.35,0.8444,426.0,0.0661,0.0,2129
452639 (2005 UY6),APO,Y,N,18.14,2.249,0.018,,,,0.8728,2.249,0.286,12.22,343.55,180.92,304.51,0.2923,1230.0,0.18,0.0,195
453687 (2010 VY190),AMO,Y,N,19.39,0.948,0.037,,,,0.3091,1.809,1.25,19.98,241.82,142.95,75.1,0.4049,889.0,0.299,0.0,303
453707 (2010 XY72),APO,Y,Y,18.73,0.495,0.261,13.248,,,0.2287,1.133,0.874,31.48,34.42,307.02,177.28,0.8171,441.0,0.0474,0.0,458
454078 (2012 VV93),AMO,Y,N,17.39,2.959,0.02,,,,0.4893,2.24,1.144,25.0,314.12,145.75,326.98,0.294,1220.0,0.209,0.0,294
454094 (2013 BZ45),APO,Y,Y,21.87,0.167,0.11,0.4831,,,0.1447,1.015,0.868,11.85,131.05,98.78,121.72,0.9639,374.0,0.0242,0.0,190
454100 (2013 BO73),APO,Y,Y,20.18,0.548,0.054,1.1,,,0.4184,1.331,0.774,4.54,24.76,298.17,252.78,0.6417,561.0,0.018,0.0,282
455185 (2000 EB107),AMO,Y,N,17.35,0.599,0.056,,,,0.5828,3.067,1.28,24.26,175.83,45.37,293.14,0.1835,1960.0,0.363,0.0,334
455192 (2000 QN130),AMO,Y,N,18.36,1.082,0.121,30.33,,,0.5767,2.881,1.22,2.68,100.0,306.22,25.06,0.2015,1790.0,0.233,0.0,628
